ZIP Code,Cases Per 10 000 Residents,Cases Per 100 000 Residents,Cases,Deaths
28678,1443,14433,758,7
27244,1751,17510,2847,27
28399,1546,15460,299,3
27872,0,0,0,0
27589,1115,11153,927,11
27909,1138,11380,4661,98
27834,1592,15924,9157,57
27616,1430,14296,7900,36
28125,1468,14678,390,3
28150,1662,16620,4869,104
27045,1431,14307,1371,12
27302,1178,11779,3805,23
27917,1245,12454,135,6
27534,1193,11930,3796,89
27559,668,6681,192,1
27248,1274,12740,616,6
27807,1731,17305,1201,14
27048,1123,11233,1000,12
28783,924,9239,176,3
27603,1250,12498,6934,45
28211,1112,11116,3474,73
28356,1490,14896,732,7
28590,1591,15909,4224,21
28804,793,7926,1847,24
28351,1357,13570,715,7
28479,1629,16291,794,13
28577,555,5546,33,0
27938,1140,11399,163,7
28104,1315,13148,4269,18
28323,1302,13019,596,2
28708,522,5224,70,1
27837,1485,14848,966,4
27317,1460,14599,2606,33
28071,1570,15697,502,5
28746,995,9950,257,5
27215,1394,13942,6259,79
28573,1261,12606,312,17
28081,1567,15668,4426,53
27801,1356,13565,2924,29
28350,0,0,0,0
27976,983,9829,350,1
28115,1439,14392,5978,53
28644,981,9809,154,0
27229,1712,17115,687,18
28101,0,0,0,0
28701,965,9648,466,4
28466,1616,16164,1677,41
28646,0,0,0,0
28384,1771,17714,2199,29
28163,1447,14465,841,3
27959,1236,12362,303,1
28152,1606,16060,4188,60
28040,1449,14486,1198,18
28643,1040,10398,358,5
27556,0,0,0,0
27101,1032,10316,2509,48
27253,1558,15577,4901,58
28467,1093,10928,1245,20
28107,1720,17199,1412,11
27573,1449,14488,1675,58
27803,1264,12638,2823,34
28692,786,7860,354,1
28580,1376,13764,1656,39
28546,1307,13067,6790,63
28167,1402,14020,339,5
28039,0,0,0,0
27866,1607,16071,108,2
28098,1596,15960,640,4
28679,759,7587,161,2
28166,1574,15738,1553,25
27283,1338,13380,399,5
28571,653,6535,205,3
28016,1569,15689,2279,35
27892,1527,15268,2193,34
27982,NA,NA,0,0
27937,818,8182,348,6
28117,1363,13630,6489,23
28202,1717,17171,2877,3
28170,1446,14463,1807,45
28637,2811,28111,445,5
28204,1606,16056,1403,7
28608,NA,NA,0,0
28515,1282,12821,444,3
28021,1699,16992,2283,47
28623,1311,13112,225,0
27617,1059,10589,2066,3
27888,1306,13057,366,2
28612,1458,14578,2173,45
28665,1226,12257,366,4
28032,1644,16436,534,3
28075,1420,14202,2723,18
28306,1294,12936,5506,53
28791,1056,10556,1669,33
28270,987,9873,3431,31
27551,739,7392,163,3
28421,936,9363,191,4
28602,1622,16221,5064,97
27587,1321,13209,9786,60
28904,1328,13277,1266,31
28524,0,0,0,0
28033,1785,17847,600,4
27310,1010,10103,865,4
28314,1301,13012,6980,53
28301,1420,14195,2515,76
28675,1421,14210,967,5
27030,1593,15929,5996,131
27521,1404,14044,1004,12
27805,915,9154,345,4
27536,1493,14928,2457,47
27939,840,8398,283,5
27896,1510,15105,3204,40
27340,0,0,0,0
28690,1573,15731,1483,17
28711,798,7980,1217,34
27514,713,7130,2342,24
27027,1145,11451,460,19
27851,1344,13441,752,10
28787,1116,11165,2309,38
27525,1495,14948,2322,5
27822,1476,14760,1346,20
28659,1572,15719,3303,61
28709,919,9185,212,2
28006,1840,18398,209,2
27824,948,9481,146,0
28357,1228,12283,396,4
27243,892,8917,416,4
28139,1563,15625,3146,107
28387,1142,11418,1957,61
28452,2008,20078,103,2
28777,1726,17265,1794,18
28763,1013,10126,290,2
28742,1210,12103,343,4
27957,1057,10571,150,7
28756,1092,10922,521,4
28553,690,6897,36,1
28693,1276,12758,216,1
28223,88,884,26,0
28754,1213,12127,1070,26
27858,1506,15058,8759,23
28533,NA,NA,0,0
27946,891,8907,97,0
27827,0,0,0,0
28594,1109,11093,408,4
28624,1067,10671,202,4
27942,737,7372,69,1
27701,1071,10706,2836,17
28457,1234,12344,1585,16
28451,1240,12397,4859,39
28557,1154,11545,1761,11
28736,1027,10270,76,0
28454,1175,11750,417,5
28135,1208,12081,721,7
27268,1988,19882,337,0
28025,1535,15347,8491,92
27916,1516,15162,84,0
28775,0,0,0,0
27956,0,0,0,0
27826,827,8273,103,2
27508,1526,15256,357,1
28762,1467,14665,1115,12
28382,1292,12915,1034,17
28615,1030,10303,194,1
28552,0,0,0,0
28723,1105,11055,1291,3
27841,0,0,0,0
28719,2115,21152,1469,11
27260,1210,12103,3110,49
28209,1192,11918,3100,16
28645,1490,14899,7095,106
28583,NA,NA,0,0
28698,1057,10575,195,1
28805,736,7355,1500,28
27314,958,9578,109,1
28374,1043,10434,1896,52
28401,1251,12510,3029,61
27371,1475,14747,1147,17
28207,1103,11034,1077,6
28519,0,0,0,0
27313,1100,11004,802,26
28345,1563,15629,1978,39
27960,1279,12792,115,0
28001,1672,16724,4743,110
27344,1351,13515,2607,37
28579,664,6642,53,0
28088,2033,20333,622,1
27948,984,9842,1232,2
27571,1525,15247,1126,1
28654,1258,12579,478,8
28725,0,0,0,0
28464,1734,17342,432,7
28214,1704,17040,7022,45
28504,1640,16402,3447,53
28405,1220,12201,4114,36
28676,1431,14315,493,5
27305,1293,12934,205,1
27592,1274,12742,2213,11
28312,1347,13470,2481,44
28731,1307,13073,1212,16
27843,1702,17019,161,2
28766,1317,13172,201,1
27016,1558,15577,262,4
28480,1348,13482,369,0
28127,1924,19237,1468,14
27831,1263,12625,453,7
28425,1403,14028,1771,26
28341,1354,13543,688,5
28092,1729,17285,6923,61
28422,1050,10504,912,13
27829,1394,13942,261,1
28532,999,9985,2583,8
27258,1236,12364,957,8
28626,836,8364,251,1
27349,1386,13863,811,6
28586,1967,19675,1658,12
28349,1927,19267,762,17
27921,958,9579,514,7
27605,1496,14963,786,19
27054,1745,17446,455,5
28227,1469,14686,8418,70
27553,2655,26552,539,1
28650,1645,16450,2200,25
28458,1401,14007,983,16
28377,1714,17137,2234,38
28337,1419,14186,1692,31
28445,1525,15254,1242,18
28315,1444,14442,1925,23
28338,1230,12302,591,9
28609,1474,14744,952,12
28749,NA,NA,0,0
27880,1613,16128,529,1
27954,1174,11741,752,3
28782,868,8676,565,10
27563,954,9544,507,9
28278,1339,13387,4356,21
28512,943,9433,348,6
28526,1300,13003,310,5
27106,1110,11102,5704,65
28604,1045,10451,674,7
28771,1508,15075,1238,27
28129,1608,16084,970,10
28320,1628,16278,1527,33
27203,1604,16045,3510,60
27576,1428,14279,2884,23
28781,1024,10240,98,0
27577,1685,16852,4249,57
27517,556,5560,1603,17
28138,1529,15293,1783,34
28516,997,9974,1245,8
27864,1549,15488,747,8
28435,1184,11839,347,5
27606,978,9779,4688,13
28103,1554,15539,1763,31
27884,1405,14045,217,1
28469,1214,12137,908,19
28556,713,7130,82,1
28584,1161,11611,1499,15
28685,1295,12945,247,0
27212,2594,25938,415,1
27263,1317,13168,2939,46
28012,1630,16304,3958,37
28906,1383,13830,2807,43
27530,1134,11337,4559,90
28642,1479,14790,825,11
27889,1607,16066,4425,81
27958,980,9800,1182,10
27252,808,8083,183,2
27370,1514,15142,2214,40
28396,1303,13027,349,8
27316,1362,13625,975,16
28720,0,0,0,0
27852,1144,11436,395,4
28539,1176,11756,2116,20
28364,1684,16836,2554,41
28613,1652,16517,4165,67
27523,875,8754,1119,2
28789,901,9006,590,5
28212,1468,14678,6274,43
28208,1600,16002,6392,57
27406,1254,12539,7618,126
27524,1583,15829,2142,31
28018,1476,14757,877,27
27298,1257,12567,1312,13
27311,1326,13261,427,4
27103,1163,11633,4196,47
27816,1238,12377,326,4
27376,1217,12171,1203,23
28803,894,8940,3105,61
27817,1313,13128,1021,9
27709,0,0,0,0
27607,907,9071,2748,13
27281,989,9892,367,4
27857,1218,12180,195,8
28147,1921,19207,5033,104
27107,1335,13351,7000,62
28398,1672,16723,1283,25
27610,1634,16336,12122,96
27526,1153,11528,6228,65
28394,1142,11421,696,5
28411,1105,11046,4288,38
27980,1422,14217,295,6
27377,1443,14432,1385,12
28137,1306,13063,502,5
28732,1107,11075,2093,9
27053,1001,10013,316,4
28607,1079,10792,4045,22
28555,1465,14653,689,4
28718,774,7743,47,0
27944,1062,10621,1299,12
28684,795,7954,173,1
28740,1211,12106,257,0
28670,1407,14075,448,6
28527,2188,21878,198,2
28114,1360,13604,1229,16
27306,1642,16417,976,21
28537,0,0,0,0
28741,1260,12600,395,6
28333,1403,14035,1503,30
28393,1597,15972,345,6
28702,483,4830,34,0
28640,1553,15525,746,19
27970,1213,12134,390,8
27249,1275,12752,1703,19
27860,1353,13531,279,4
27028,1437,14373,4030,45
28713,1232,12322,1150,15
27011,1467,14674,794,7
28636,1651,16506,856,17
28112,1648,16475,4623,64
27357,1443,14426,1201,21
28605,867,8665,359,4
28441,1397,13972,465,5
27599,NA,NA,0,0
27920,940,9399,133,0
28352,1559,15590,3944,79
28164,1528,15285,2361,47
28792,1274,12736,4833,81
27105,1398,13975,5616,53
28034,1964,19637,3507,43
27024,1539,15393,413,4
28159,2006,20058,627,23
27315,916,9159,196,0
27862,741,7407,70,0
27320,1233,12328,4795,59
28697,1530,15304,2047,41
27949,911,9109,659,3
28308,258,2578,19,0
27847,672,6723,72,0
27863,1230,12305,1559,27
28077,1077,10772,60,0
28226,1085,10848,4364,36
28806,998,9984,4377,67
28334,1767,17673,4633,65
28694,1199,11988,963,16
27510,720,7199,1047,8
27708,1394,13937,646,0
28383,1835,18346,1415,24
28447,1319,13193,176,0
28714,1406,14063,2400,28
28669,1321,13214,414,5
27915,910,9103,69,0
28905,1528,15276,542,8
27519,608,6084,3648,11
28513,1375,13746,1488,5
28327,1388,13878,2536,37
27973,944,9444,141,0
28745,1371,13712,82,0
28273,1533,15331,6216,43
28027,1396,13963,10343,91
28385,1727,17271,519,3
28757,NA,NA,0,0
27583,1238,12379,868,8
28761,1704,17038,1447,25
28551,1420,14196,2025,27
28456,1441,14414,514,9
28545,521,5212,209,0
27925,1237,12368,515,6
27052,1332,13319,1340,28
28091,1288,12877,303,4
27613,917,9174,4268,15
27531,315,3153,21,0
27217,1731,17310,6770,108
27527,1374,13736,4153,17
28759,1167,11669,918,7
28056,1586,15865,5647,69
28455,1962,19616,337,4
28538,1385,13854,463,3
27870,1526,15263,4065,71
28779,1188,11880,2092,47
28901,1477,14771,892,16
27503,415,4154,300,1
28020,1631,16315,402,2
28463,2032,20324,2005,44
27597,1693,16933,4317,26
28617,1244,12444,305,3
27574,1081,10806,1646,16
28120,1519,15190,3694,48
28743,1020,10198,247,7
27501,1378,13778,2940,29
27893,1537,15366,6246,135
27557,1313,13132,1210,11
28631,1716,17164,92,0
27929,800,8004,156,2
27299,1789,17891,940,9
27950,550,5497,120,0
27876,1186,11860,153,4
27355,1045,10451,334,2
27549,1253,12532,3161,39
28663,1189,11888,85,0
28547,1348,13477,1869,0
27205,1453,14533,5021,56
28748,1054,10541,1337,18
28339,1547,15472,1118,14
27041,1379,13791,1106,9
28712,1072,10721,2106,30
28144,1740,17403,4498,80
27208,1378,13779,233,3
28431,1805,18054,1217,29
28105,1172,11717,5313,78
28902,1076,10755,168,1
28448,929,9293,113,1
28206,1506,15062,2296,13
27986,740,7396,196,4
28097,1986,19856,1216,5
28363,1613,16126,174,1
28376,1292,12916,5661,63
28668,0,0,0,0
27209,2096,20959,870,42
27581,1092,10920,432,2
27830,1035,10354,503,8
28705,926,9263,664,2
27562,1233,12325,344,1
27235,1263,12634,578,13
27572,841,8406,615,3
28610,1708,17083,1749,19
28531,997,9972,141,3
27891,1281,12812,642,9
27546,1441,14410,3233,85
28542,1097,10966,674,0
28582,1332,13322,243,2
27928,1123,11229,212,5
27312,628,6282,1395,26
27874,1192,11918,568,12
27511,812,8123,2765,28
27127,1389,13892,5350,29
28216,1484,14842,8719,69
27839,1048,10481,388,5
28655,1525,15247,8881,103
28375,0,0,0,0
27823,1358,13582,1061,11
27520,1533,15326,6737,77
28521,1589,15892,359,9
28570,1184,11839,2686,14
28540,1303,13032,6829,76
27043,1233,12325,794,9
27356,1284,12838,451,8
27326,1311,13109,484,2
28134,1472,14725,1740,29
27325,1397,13966,1072,13
28585,1278,12782,533,9
28365,1295,12952,2210,53
28434,973,9727,132,4
28530,1492,14918,1115,16
27828,1479,14793,1336,11
28510,998,9981,154,0
28525,1469,14687,486,4
28683,1107,11065,214,3
28468,929,9288,501,3
28778,943,9433,1019,13
27560,763,7634,2572,15
28304,1092,10918,4329,38
27502,812,8122,3553,11
27301,1462,14622,1465,22
28210,1282,12818,5730,47
28052,1697,16970,6249,110
27569,1527,15272,1372,12
28460,1494,14941,1582,6
28909,1067,10674,114,4
27897,778,7783,192,1
28443,1399,13988,3145,28
28310,1549,15495,1373,0
27358,940,9398,1500,8
28689,1673,16727,278,2
28721,1099,10988,1194,13
28438,1789,17891,302,3
27844,1379,13787,419,7
27231,757,7568,155,1
27809,1237,12372,650,10
27504,1763,17635,2878,34
27022,966,9656,146,3
27591,1555,15549,3646,32
28560,1328,13279,3841,62
27341,1211,12113,705,4
27922,967,9666,107,4
27968,0,0,0,0
28520,0,0,0,0
28753,1102,11021,1354,21
27983,1191,11906,1266,30
28373,1348,13480,344,5
28730,851,8512,857,10
27812,1210,12098,357,2
27804,1446,14458,4216,95
28511,764,7643,48,0
28606,1293,12928,306,3
28277,1007,10067,7250,33
27978,0,0,0,0
27505,1236,12356,903,16
28036,1207,12067,2239,17
28717,1523,15228,224,5
27046,1121,11214,219,2
28450,1352,13517,324,11
27507,945,9450,194,3
27923,657,6566,65,0
27885,3702,37020,318,5
28470,1127,11275,1516,48
27545,1506,15056,4566,42
28303,1066,10656,3687,40
28083,1615,16149,4179,55
28734,1307,13074,3716,43
27947,1006,10059,85,1
28372,1942,19418,2962,40
28461,831,8311,1710,20
27943,0,0,0,0
28660,1396,13955,326,3
27023,1110,11100,1418,6
28634,1336,13361,704,10
28529,1650,16503,419,8
27845,933,9328,265,11
28704,1388,13876,3015,25
28386,1951,19512,1184,13
27609,1098,10981,4242,29
27025,1237,12368,1375,32
27615,1004,10037,4621,50
28174,1709,17088,1587,11
27410,940,9404,5357,56
28715,1031,10312,2814,28
27542,1317,13173,1323,19
28371,1407,14072,997,16
27832,1456,14560,424,8
28079,1425,14252,5674,42
27924,1066,10658,374,4
28635,1498,14980,604,8
27051,1271,12707,1053,9
28433,1295,12951,686,8
27265,1202,12017,6013,65
28747,727,7271,183,5
27295,1531,15312,6001,74
28379,1487,14866,3836,82
28343,1583,15826,248,8
27926,646,6463,127,1
27871,1274,12741,569,11
27936,583,5827,56,1
28436,1466,14663,339,4
27919,941,9414,114,1
27540,1049,10493,4100,13
27853,0,0,0,0
28358,1791,17914,6900,130
28133,1438,14375,390,7
27012,1321,13207,3824,58
27820,860,8597,283,6
28627,834,8344,128,0
27972,0,0,0,0
28453,1791,17912,741,7
28790,1168,11682,441,5
28348,1366,13661,4925,44
28442,1384,13841,240,7
28110,1610,16101,8942,96
28307,945,9447,1463,0
28432,2322,23219,391,4
28037,1550,15503,3695,9
28160,1920,19203,771,12
27207,1177,11771,448,2
27055,1579,15791,2293,32
27284,1299,12989,7300,99
27455,1104,11042,3224,71
28205,1290,12896,6683,70
27856,1735,17346,3001,36
27703,1176,11755,7212,34
27882,1513,15126,1199,15
27818,1127,11269,143,1
27529,1354,13542,7293,78
28528,875,8750,56,0
27565,1260,12599,3283,49
27707,1017,10169,4783,17
27890,1314,13136,315,18
27910,1314,13145,1526,52
27233,1237,12366,451,4
28667,0,0,0,0
27014,1651,16510,158,5
28412,1085,10845,4661,58
27018,1236,12359,1016,10
28651,1464,14640,974,14
27019,1157,11573,490,1
27705,911,9112,4381,86
27614,994,9945,3748,23
