ZIP Code,Cases Per 10 000 Residents,Cases Per 100 000 Residents,Cases,Deaths
27006,1257,12567,1869,15
27865,1613,16126,323,8
28119,1355,13546,411,9
27021,1357,13571,2440,53
28621,1684,16837,1751,39
27846,1502,15021,461,6
27962,1241,12408,923,22
28768,1042,10424,823,3
27539,874,8740,2322,9
27596,1393,13932,2599,7
27712,868,8678,1914,32
28739,945,9453,2079,27
28786,1081,10812,2361,51
28561,NA,NA,0,0
27009,1386,13858,407,5
28772,1200,11998,233,2
28023,1793,17934,2662,33
27875,1409,14090,72,2
28601,1739,17395,8671,125
28262,1444,14443,6309,49
27292,1428,14277,5920,58
27242,1068,10682,285,5
28054,1671,16708,6714,109
27850,843,8431,625,7
28073,1657,16572,929,14
28629,0,0,0,0
27840,1477,14766,79,3
28574,1590,15897,2814,31
28472,1580,15803,3161,78
28785,875,8750,727,5
28318,1498,14981,686,6
27969,NA,NA,0,0
28523,1526,15259,347,3
27604,1269,12692,6047,53
28173,1272,12720,8120,37
27883,1112,11121,485,10
27612,1038,10383,4071,40
28501,1367,13667,2666,48
27941,1015,10149,68,0
28562,1292,12918,4910,55
28658,1833,18327,4739,56
27262,1165,11646,2884,67
27544,1228,12282,527,4
28347,1396,13965,255,1
28801,794,7937,1332,26
28572,1695,16946,1081,13
27403,945,9451,2011,23
28395,1411,14114,375,3
27332,1324,13237,4441,36
27513,673,6728,3297,25
27932,1530,15304,1935,36
27343,902,9022,166,0
27886,1404,14040,3032,76
27411,2113,21133,179,0
28391,1322,13218,704,10
28420,1229,12295,629,12
28429,1273,12725,1087,12
28518,1615,16154,1422,22
28630,1556,15563,3170,54
28716,1122,11217,2092,52
28146,1669,16694,5072,74
28751,1100,10995,411,10
28128,1472,14720,1192,17
28672,0,0,0,0
28722,1081,10811,741,13
27842,689,6894,99,0
28439,1673,16732,257,10
28649,1344,13443,139,1
27042,1250,12500,90,2
28215,1605,16055,9674,76
27806,914,9136,223,4
27821,0,0,0,0
27408,949,9485,1651,9
27409,1155,11547,2073,20
28587,0,0,0,0
27808,1056,10560,262,6
27881,0,0,0,0
28403,1308,13077,5485,31
27013,1533,15335,996,12
27104,1125,11255,3307,42
28611,1094,10941,107,0
28269,1322,13216,10766,66
27050,1219,12194,498,6
28444,1387,13872,316,1
28673,1296,12959,858,6
27810,1174,11742,496,9
27157,0,0,0,0
