ZIP Code,Cases Per 10 000 Residents,Cases Per 100 000 Residents,Cases,Deaths
27028,1433,14330,4018,45
28713,1221,12215,1140,15
27011,1466,14655,793,7
28636,1643,16429,852,17
28112,1646,16458,4618,64
27357,1443,14426,1201,21
28605,864,8641,358,4
28441,1388,13882,462,5
27599,NA,NA,0,0
27920,940,9399,133,0
28352,1556,15559,3936,79
28164,1528,15278,2360,46
28792,1271,12707,4822,81
27105,1395,13953,5607,53
27024,1539,15393,413,4
28159,2006,20058,627,23
28034,1960,19604,3501,43
27315,916,9159,196,0
27862,741,7407,70,0
27320,1230,12298,4783,59
28697,1525,15251,2040,41
27949,908,9081,657,3
28308,258,2578,19,0
27847,672,6723,72,0
27863,1230,12297,1558,27
28806,998,9977,4374,67
28077,1077,10772,60,0
28226,1082,10824,4354,36
28334,1763,17627,4621,65
28694,1190,11901,956,16
27510,719,7186,1045,8
27708,1394,13937,646,0
28447,1327,13268,177,0
28383,1828,18281,1410,22
28714,1403,14034,2395,28
28669,1321,13214,414,5
27915,910,9103,69,0
28905,1516,15163,538,8
27519,608,6077,3644,11
28513,1373,13727,1486,5
27973,938,9377,140,0
28327,1383,13835,2528,37
28745,1371,13712,82,0
28273,1529,15292,6200,43
28027,1393,13931,10319,91
28385,1727,17271,519,3
28757,NA,NA,0,0
27583,1234,12336,865,8
28761,1704,17038,1447,25
28551,1418,14182,2023,27
28456,1441,14414,514,9
28545,521,5212,209,0
27925,1237,12368,515,6
27052,1331,13309,1339,28
28091,1288,12877,303,4
27613,917,9166,4264,15
27531,315,3153,21,0
27217,1728,17276,6757,108
27527,1371,13706,4144,17
28759,1163,11631,915,7
28056,1585,15851,5642,69
28455,1956,19558,336,4
28538,1385,13854,463,3
27870,1524,15244,4060,71
28779,1182,11817,2081,47
28901,1474,14738,890,16
27503,415,4154,300,1
28020,1627,16274,401,2
28463,2032,20324,2005,44
27597,1693,16929,4316,26
28617,1236,12362,303,3
28120,1513,15133,3680,48
27574,1079,10793,1644,16
28743,1020,10198,247,7
27501,1374,13741,2932,29
27893,1534,15337,6234,135
27557,1312,13121,1209,11
28631,1698,16978,91,0
27929,800,8004,156,2
27299,1787,17872,939,9
27950,550,5497,120,0
27876,1178,11783,152,4
27355,1036,10357,331,2
27549,1248,12480,3148,39
28663,1189,11888,85,0
28547,1346,13463,1867,0
27205,1452,14516,5015,55
28748,1049,10494,1331,18
28339,1542,15417,1114,14
27041,1373,13728,1101,9
28712,1072,10716,2105,30
28144,1740,17395,4496,80
27208,1372,13720,232,3
28431,1805,18054,1217,29
28105,1167,11675,5294,78
28902,1076,10755,168,1
28448,929,9293,113,1
28206,1502,15016,2289,13
27986,736,7358,195,4
28097,1977,19775,1211,5
28363,1613,16126,174,1
28376,1288,12884,5647,63
28668,0,0,0,0
27209,2093,20935,869,42
27581,1089,10895,431,2
27830,1033,10333,502,8
28705,924,9235,662,2
27562,1229,12290,343,1
27235,1259,12590,576,13
27572,841,8406,615,3
28610,1705,17054,1746,19
28531,997,9972,141,3
27891,1281,12812,642,9
27546,1436,14356,3221,85
28542,1097,10966,674,0
28582,1321,13213,241,2
27928,1123,11229,212,5
27312,627,6269,1392,26
27874,1190,11897,567,12
27511,812,8120,2764,28
27127,1386,13861,5338,29
28216,1482,14817,8704,69
27839,1037,10373,384,5
28655,1520,15202,8855,103
28375,0,0,0,0
27823,1356,13556,1059,11
27520,1530,15299,6725,77
28521,1589,15892,359,9
28570,1179,11791,2675,14
28540,1301,13011,6818,76
27043,1223,12232,788,9
27356,1284,12838,451,8
27326,1306,13055,482,2
28134,1471,14708,1738,29
27325,1389,13887,1066,13
28585,1276,12758,532,9
28365,1295,12946,2209,52
28434,965,9654,131,4
28530,1492,14918,1115,16
27828,1479,14793,1336,11
28510,998,9981,154,0
28525,1466,14657,485,4
28683,1107,11065,214,3
28468,923,9232,498,3
28778,940,9405,1016,13
27560,762,7619,2567,15
28304,1087,10872,4311,38
27502,811,8115,3550,11
27301,1454,14542,1457,22
28210,1280,12802,5723,47
28052,1694,16943,6239,110
27569,1527,15272,1372,12
28460,1491,14913,1579,6
28909,1049,10487,112,4
27897,778,7783,192,1
28443,1398,13975,3142,28
28310,1549,15495,1373,0
27358,939,9392,1499,8
28689,1673,16727,278,2
28721,1095,10952,1190,13
28438,1789,17891,302,3
27844,1375,13755,418,7
27231,757,7568,155,1
27809,1239,12391,651,10
27504,1761,17610,2874,34
27022,959,9590,145,3
27591,1553,15528,3641,32
28560,1323,13230,3827,62
27341,1206,12062,702,4
27922,967,9666,107,4
27968,0,0,0,0
28520,0,0,0,0
28753,1100,10996,1351,21
27983,1190,11897,1265,30
28373,1348,13480,344,5
28730,848,8482,854,10
27812,1210,12098,357,2
27804,1441,14414,4203,95
28511,764,7643,48,0
28606,1293,12928,306,3
28277,1005,10051,7239,33
27978,0,0,0,0
27505,1229,12288,898,16
28036,1205,12046,2235,17
28717,1523,15228,224,5
27046,1116,11162,218,2
27507,945,9450,194,3
28450,1356,13559,325,11
27923,657,6566,65,0
27885,3702,37020,318,5
28470,1127,11267,1515,47
27545,1504,15036,4560,42
28303,1063,10633,3679,40
28083,1610,16103,4167,55
28734,1305,13046,3708,43
27947,1006,10059,85,1
28372,1939,19385,2957,40
28461,828,8277,1703,20
27023,1108,11084,1416,6
27943,0,0,0,0
28660,1383,13827,323,3
28634,1330,13304,701,10
28529,1646,16463,418,8
27845,933,9328,265,11
28704,1384,13844,3008,25
28386,1946,19463,1181,13
27609,1098,10981,4242,29
27025,1234,12341,1372,32
27615,1004,10037,4621,50
28174,1703,17035,1582,11
28715,1027,10272,2803,28
27410,938,9381,5344,56
27542,1312,13124,1318,19
28371,1402,14016,993,15
27832,1456,14560,424,8
28079,1422,14219,5661,42
27924,1066,10658,374,4
28635,1498,14980,604,8
27051,1268,12683,1051,9
28433,1293,12932,685,8
27265,1200,12001,6005,65
28747,727,7271,183,5
27295,1527,15271,5985,74
28379,1485,14850,3832,82
28343,1583,15826,248,7
27926,646,6463,127,1
27871,1272,12718,568,11
27936,583,5827,56,1
28436,1462,14619,338,4
27919,941,9414,114,1
27540,1048,10477,4094,13
27853,0,0,0,0
28358,1791,17906,6897,129
28133,1434,14338,389,7
27012,1320,13200,3822,58
27820,860,8597,283,6
28627,834,8344,128,0
27972,0,0,0,0
28790,1168,11682,441,5
28453,1789,17887,740,7
28348,1362,13622,4911,44
28442,1384,13841,240,7
28110,1608,16076,8928,96
28432,2322,23219,391,4
28307,942,9421,1459,0
28037,1546,15457,3684,9
28160,1920,19203,771,12
27207,1177,11771,448,2
27284,1296,12957,7282,99
27055,1577,15770,2290,32
27455,1102,11022,3218,71
28205,1287,12869,6669,70
27856,1733,17328,2998,36
27703,1174,11736,7200,34
27882,1504,15037,1192,15
27818,1127,11269,143,1
27529,1351,13509,7275,78
28528,875,8750,56,0
27565,1255,12549,3270,49
27707,1016,10160,4779,17
27890,1314,13136,315,18
27910,1314,13136,1525,52
27233,1231,12311,449,4
28667,0,0,0,0
27014,1609,16092,154,5
28412,1083,10831,4655,57
28651,1462,14625,973,14
27018,1231,12310,1012,10
27019,1153,11526,488,1
27705,910,9102,4376,86
27614,994,9937,3745,23
