Zip Code,Cases Per 10 000 Residents,Cases Per 100 000 Residents,Cases,Deaths
27501,1385,13853,2982,29
27502,816,8158,3605,12
27503,415,4154,303,1
27504,1773,17727,2905,34
27505,1247,12466,918,16
27507,969,9693,201,3
27508,1547,15470,363,1
27509,2969,29690,2064,39
27510,723,7227,1057,8
27511,819,8190,2800,29
27513,676,6765,3335,25
27514,720,7197,2374,24
27516,669,6689,2960,17
27517,559,5595,1618,17
27518,718,7178,1634,19
27519,612,6124,3697,11
27520,1540,15399,6816,78
27521,1418,14184,1025,12
27522,1144,11442,1567,10
27523,882,8825,1132,2
27524,1596,15962,2175,32
27525,1503,15025,2371,5
27526,1155,11546,6287,67
27527,1382,13822,4203,17
27529,1364,13635,7388,83
27530,1141,11415,4609,91
27531,315,3153,21,0
27534,1201,12012,3837,89
27536,1507,15068,2505,50
27537,1327,13266,3381,41
27539,876,8755,2358,10
27540,1052,10523,4146,13
27541,1199,11993,490,3
27542,1323,13233,1336,20
27544,1233,12328,531,4
27545,1510,15095,4606,44
27546,1452,14521,3280,86
27549,1262,12619,3202,39
27551,744,7438,164,3
27553,2665,26650,541,1
27556,0,0,0,0
27557,1312,13121,1216,11
27559,672,6715,194,1
27560,766,7664,2593,15
27562,1247,12469,350,1
27563,966,9657,515,9
27565,1282,12822,3353,52
27569,1532,15316,1379,12
27571,1526,15261,1136,1
27572,850,8502,623,3
27573,1458,14584,1688,58
27574,1087,10865,1660,16
27576,1437,14368,2915,25
27577,1695,16951,4298,58
27581,1105,11047,439,2
27583,1252,12521,883,9
27587,1322,13217,9860,61
27589,1124,11237,943,11
27591,1559,15588,3692,31
27592,1282,12817,2239,11
27596,1395,13948,2646,7
27597,1693,16933,4370,28
27599,NA,NA,0,0
27601,1057,10569,1289,8
27603,1254,12540,7008,47
27604,1271,12709,6097,54
27605,1502,15020,794,19
27606,983,9825,4737,13
27607,911,9113,2781,13
27608,1093,10928,1280,3
27609,1100,10999,4278,29
27610,1638,16383,12225,97
27612,1040,10398,4106,40
27613,920,9202,4312,15
27614,996,9955,3774,23
27615,1007,10074,4676,50
27616,1430,14300,7953,38
27617,1062,10620,2084,3
27701,1075,10748,2859,18
27703,1184,11843,7304,34
27704,1364,13635,5384,40
27705,924,9239,4484,86
27707,1024,10239,4838,17
27708,1344,13441,623,0
27709,0,0,0,0
27710,NA,NA,0,0
27712,873,8728,1936,32
27713,819,8191,4446,31
27801,1367,13671,2962,29
27803,1277,12768,2866,35
27804,1456,14561,4266,96
27805,918,9180,348,4
27806,922,9218,227,4
27807,1735,17349,1213,14
27808,1060,10601,267,6
27809,1243,12429,656,11
27810,1174,11742,503,9
27812,1210,12098,359,2
27813,1572,15721,108,0
27814,977,9772,182,2
27816,1241,12415,330,4
27817,1322,13218,1047,11
27818,1143,11426,147,1
27820,869,8688,291,6
27821,0,0,0,0
27822,1482,14815,1354,20
27823,1371,13710,1075,11
27824,955,9545,147,0
27826,835,8353,104,2
27827,0,0,0,0
27828,1483,14827,1352,11
27829,1394,13942,264,1
27830,1040,10395,505,8
27831,1265,12653,456,7
27832,1456,14560,425,8
27834,1597,15973,9254,57
27837,1491,14909,979,4
27839,1048,10481,388,5
27840,1514,15140,82,3
27841,0,0,0,0
27842,689,6894,99,0
27843,1702,17019,166,2
27844,1382,13820,420,7
27845,936,9363,268,11
27846,1518,15184,470,6
27847,691,6909,75,0
27849,1025,10249,152,3
27850,846,8458,634,7
27851,1373,13727,771,10
27852,1144,11436,400,4
27853,0,0,0,0
27855,1042,10418,638,6
27856,1746,17461,3032,36
27857,1224,12242,196,8
27858,1512,15116,8858,23
27860,1358,13579,282,4
27862,741,7407,70,0
27863,1236,12360,1574,27
27864,1555,15550,756,8
27865,1633,16326,329,8
27866,1607,16071,109,2
27869,1689,16890,367,17
27870,1538,15383,4144,72
27871,1288,12875,583,11
27872,0,0,0,0
27874,1192,11918,570,12
27875,1409,14090,72,2
27876,1186,11860,156,4
27880,1622,16220,534,1
27881,0,0,0,0
27882,1528,15277,1224,15
27883,1126,11259,493,10
27884,1411,14110,220,1
27885,3702,37020,318,5
27886,1406,14063,3066,76
27888,1302,13022,367,2
27889,1613,16131,4485,82
27890,1318,13178,319,18
27891,1289,12892,657,10
27892,1542,15422,2237,35
27893,1548,15480,6303,137
27896,1524,15237,3241,41
27897,782,7823,193,1
27909,1159,11587,4782,98
27910,1318,13179,1539,52
27915,910,9103,69,0
27916,1516,15162,86,0
27917,1264,12638,138,6
27919,941,9414,115,1
27920,940,9399,133,0
27921,973,9728,527,7
27922,976,9756,108,4
27923,667,6667,68,0
27924,1074,10744,379,4
27925,1251,12512,526,7
27926,651,6514,128,1
27927,1011,10114,62,0
27928,1123,11229,212,5
27929,806,8055,157,2
27932,1533,15327,1956,36
27935,860,8602,145,3
27936,583,5827,58,1
27937,837,8371,362,6
27938,1182,11818,170,8
27939,849,8487,289,5
27941,1015,10149,70,0
27942,769,7692,72,1
27943,0,0,0,0
27944,1069,10687,1313,12
27946,927,9275,106,0
27947,1006,10059,85,1
27948,989,9890,1249,2
27949,915,9150,672,3
27950,568,5680,124,0
27953,1240,12399,123,0
27954,1176,11756,760,3
27956,0,0,0,0
27957,1057,10571,152,7
27958,996,9958,1214,10
27959,1236,12362,305,1
27960,1324,13237,119,0
27962,1258,12582,938,22
27964,505,5054,35,0
27965,851,8511,52,0
27966,645,6449,97,0
27968,0,0,0,0
27969,NA,NA,0,0
27970,1220,12197,394,8
27972,0,0,0,0
27973,978,9779,146,0
27974,800,8000,111,0
27976,1014,10138,363,1
27978,0,0,0,0
27979,700,7005,129,0
27980,1422,14217,297,6
27981,1052,10521,197,1
27982,NA,NA,0,0
27983,1195,11953,1286,30
27986,743,7434,197,4
28001,1693,16932,4826,118
28006,1849,18486,212,2
28012,1646,16457,4024,39
28016,1586,15861,2322,35
28018,1494,14942,894,27
28020,1640,16396,406,2
28021,1718,17178,2320,47
28023,1800,18002,2678,33
28025,1549,15490,8609,94
28027,1406,14061,10469,93
28031,1261,12612,3930,29
28032,1662,16620,543,3
28033,1794,17936,612,5
28034,1982,19822,3559,46
28036,1220,12197,2278,17
28037,1561,15608,3740,11
28039,0,0,0,0
28040,1472,14716,1225,18
28043,1675,16752,3616,109
28052,1715,17147,6352,112
28054,1681,16810,6812,109
28056,1602,16016,5743,70
28071,1582,15822,508,5
28073,1686,16857,954,14
28075,1432,14316,2757,18
28077,1131,11311,63,0
28078,1293,12925,8577,72
28079,1436,14365,5750,42
28080,1543,15435,1271,7
28081,1574,15742,4471,55
28083,1633,16331,4245,58
28086,1871,18708,5068,77
28088,2046,20464,628,2
28090,1427,14272,1219,22
28091,1292,12920,304,4
28092,1744,17440,7027,66
28097,2000,20003,1232,5
28098,1606,16060,647,4
28101,0,0,0,0
28103,1565,15653,1785,33
28104,1331,13314,4346,18
28105,1179,11789,5369,78
28107,1730,17296,1426,11
28110,1627,16265,9073,99
28112,1665,16650,4688,67
28114,1379,13792,1254,16
28115,1450,14496,6039,55
28117,1376,13758,6570,25
28119,1365,13645,418,9
28120,1532,15322,3738,50
28124,1550,15495,1096,11
28125,1472,14716,391,4
28127,1945,19447,1493,14
28128,1479,14794,1202,17
28129,1622,16216,980,10
28133,1441,14412,393,7
28134,1479,14792,1753,29
28135,1211,12115,726,7
28137,1319,13193,509,5
28138,1542,15422,1810,34
28139,1578,15784,3211,107
28144,1751,17511,4547,81
28146,1677,16770,5119,75
28147,1933,19333,5086,105
28150,1679,16794,4947,105
28152,1624,16244,4267,63
28159,2006,20058,627,23
28160,1935,19352,780,12
28163,1460,14603,857,4
28164,1537,15369,2391,49
28166,1587,15869,1573,25
28167,1431,14309,346,5
28168,1747,17467,1836,20
28170,1466,14655,1844,46
28173,1278,12778,8196,39
28174,1717,17175,1603,14
28202,1730,17302,2906,3
28203,1572,15716,3002,6
28204,1608,16079,1410,8
28205,1297,12966,6739,71
28206,1517,15173,2322,14
28207,1110,11095,1085,6
28208,1610,16103,6461,58
28209,1199,11987,3124,16
28210,1289,12889,5779,48
28211,1121,11205,3510,73
28212,1476,14755,6319,44
28213,1639,16386,7465,57
28214,1714,17142,7088,45
28215,1612,16118,9754,77
28216,1492,14921,8797,72
28217,1413,14128,4373,24
28223,88,884,26,0
28226,1091,10908,4412,38
28227,1479,14786,8513,70
28262,1450,14495,6349,49
28269,1328,13281,10857,68
28270,995,9947,3465,31
28273,1544,15438,6276,44
28277,1012,10121,7322,33
28278,1351,13513,4408,22
28301,1438,14382,2558,77
28303,1080,10801,3762,42
28304,1103,11029,4408,39
28305,1246,12455,629,7
28306,1309,13093,5604,55
28307,950,9499,1474,0
28308,258,2578,19,0
28310,1554,15540,1377,0
28311,1208,12082,4395,38
28312,1366,13660,2547,45
28314,1313,13130,7080,54
28315,1453,14532,1940,24
28318,1500,15003,689,6
28320,1631,16310,1532,33
28323,1308,13084,605,2
28326,1294,12943,2923,16
28327,1398,13982,2574,37
28328,1680,16797,4548,63
28333,1411,14110,1517,30
28334,1781,17807,4708,65
28337,1427,14270,1710,31
28338,1232,12323,594,9
28339,1562,15624,1131,14
28340,1639,16390,1764,43
28341,1360,13602,693,5
28343,1583,15826,248,8
28344,1623,16230,619,7
28345,1567,15668,1989,39
28347,1391,13910,254,1
28348,1382,13816,5008,45
28349,1952,19520,774,18
28350,0,0,0,0
28351,1361,13608,720,7
28352,1572,15721,3995,80
28356,1518,15181,750,7
28357,1244,12438,403,5
28358,1796,17963,6938,133
28360,1849,18489,2769,40
28363,1613,16126,175,1
28364,1695,16948,2584,42
28365,1300,13005,2231,53
28366,1867,18669,962,14
28369,1673,16734,377,8
28371,1427,14270,1020,17
28372,1949,19490,2977,41
28373,1364,13636,349,5
28374,1049,10495,1914,53
28375,0,0,0,0
28376,1301,13011,5721,65
28377,1725,17252,2260,40
28379,1494,14940,3880,82
28382,1305,13053,1049,17
28383,1838,18385,1420,25
28384,1778,17778,2211,29
28385,1734,17338,522,3
28386,1964,19644,1194,13
28387,1148,11483,1979,61
28390,1143,11433,2706,23
28391,1329,13293,713,10
28392,1725,17246,268,5
28393,1625,16250,351,6
28394,1150,11503,705,6
28395,1426,14264,381,3
28396,1321,13214,357,8
28398,1693,16932,1305,25
28399,1556,15564,301,3
28401,1265,12650,3074,65
28403,1310,13096,5508,31
28405,1229,12293,4158,36
28409,1076,10757,3773,30
28411,1112,11115,4330,38
28412,1093,10931,4720,59
28420,1239,12392,638,12
28421,951,9510,197,4
28422,1062,10620,928,13
28423,1422,14223,325,3
28425,1417,14170,1793,27
28428,1064,10641,762,3
28429,1280,12796,1099,12
28430,1606,16058,331,6
28431,1808,18083,1221,31
28432,2340,23397,395,4
28433,1299,12988,694,8
28434,973,9727,134,4
28435,1201,12010,354,5
28436,1479,14792,346,4
28438,1813,18128,306,3
28439,1673,16732,257,11
28441,1406,14063,471,5
28442,1396,13956,242,7
28443,1410,14095,3182,28
28444,1400,14004,322,1
28445,1533,15328,1254,18
28447,1319,13193,177,0
28448,946,9457,115,1
28449,649,6486,127,1
28450,1352,13517,325,11
28451,1252,12522,4924,40
28452,2008,20078,103,2
28453,1815,18153,755,7
28454,1195,11947,426,5
28455,1967,19674,338,4
28456,1447,14470,518,9
28457,1238,12375,1600,16
28458,1419,14192,1001,16
28460,1517,15168,1618,6
28461,839,8394,1735,20
28462,1078,10783,1554,21
28463,2045,20446,2026,45
28464,1742,17423,434,7
28465,820,8196,682,8
28466,1640,16405,1704,42
28467,1107,11068,1269,20
28468,938,9381,508,3
28469,1230,12298,927,20
28470,1136,11364,1537,48
28472,1584,15843,3175,79
28478,1387,13867,692,7
28479,1643,16434,804,13
28480,1359,13592,372,0
28501,1372,13723,2691,48
28504,1654,16545,3501,54
28508,1320,13204,394,7
28510,992,9916,153,0
28511,764,7643,49,0
28512,946,9461,350,7
28513,1376,13755,1507,5
28515,1288,12879,448,3
28516,1008,10079,1265,10
28518,1627,16267,1432,23
28519,0,0,0,0
28520,0,0,0,0
28521,1620,16202,368,9
28523,1535,15347,349,3
28524,0,0,0,0
28525,1493,14929,499,4
28526,1300,13003,310,5
28527,2199,21989,201,2
28528,891,8906,58,0
28529,1666,16660,427,8
28530,1495,14945,1123,16
28531,997,9972,141,3
28532,1007,10066,2618,9
28533,NA,NA,0,0
28537,0,0,0,0
28538,1397,13974,473,3
28539,1192,11922,2158,20
28540,1314,13137,6926,77
28542,1100,10999,676,0
28543,746,7464,497,2
28544,1234,12342,692,9
28545,521,5212,209,0
28546,1325,13246,6919,63
28547,1389,13888,1941,0
28551,1431,14315,2054,28
28552,0,0,0,0
28553,690,6897,36,1
28555,1480,14802,704,4
28556,739,7391,85,4
28557,1164,11643,1785,16
28560,1344,13441,3907,63
28561,NA,NA,0,0
28562,1299,12994,4963,55
28570,1200,11998,2740,18
28571,657,6567,207,3
28572,1715,17150,1099,13
28573,1269,12687,315,17
28574,1605,16055,2856,33
28577,555,5546,34,2
28578,1059,10591,746,10
28579,664,6642,53,0
28580,1386,13864,1675,39
28581,0,0,0,0
28582,1349,13487,248,2
28583,NA,NA,0,0
28584,1180,11805,1536,17
28585,1290,12902,542,9
28586,1978,19782,1674,12
28587,0,0,0,0
28590,1595,15947,4275,21
28594,1120,11202,414,4
28601,1753,17527,8771,126
28602,1638,16382,5141,100
28604,1050,10498,679,7
28605,869,8689,365,4
28606,1297,12970,309,3
28607,1089,10886,4090,22
28608,NA,NA,0,0
28609,1490,14899,965,12
28610,1731,17308,1782,19
28611,1104,11043,108,1
28612,1469,14685,2197,45
28613,1664,16640,4214,69
28615,1030,10303,194,1
28617,1253,12525,307,3
28618,911,9113,230,2
28621,1694,16942,1768,39
28622,1133,11334,306,1
28623,1317,13170,226,0
28624,1067,10671,205,4
28625,1530,15295,5971,112
28626,843,8431,255,1
28627,847,8475,130,0
28629,0,0,0,0
28630,1561,15612,3190,56
28631,1735,17351,95,0
28634,1357,13570,718,11
28635,1505,15055,609,9
28636,1662,16622,864,17
28637,2855,28553,452,5
28638,1572,15725,1986,14
28640,1578,15775,764,19
28642,1486,14862,831,11
28643,1040,10398,359,5
28644,1000,10000,157,0
28645,1507,15073,7217,126
28646,0,0,0,0
28649,1344,13443,139,1
28650,1662,16622,2242,26
28651,1470,14700,980,15
28654,1263,12632,484,9
28655,1540,15405,9018,106
28657,1255,12549,1219,21
28658,1846,18462,4788,58
28659,1582,15819,3329,61
28660,1391,13913,328,3
28663,1217,12168,87,0
28665,1226,12257,370,4
28667,0,0,0,0
28668,0,0,0,0
28669,1328,13278,421,5
28670,1414,14138,452,6
28672,0,0,0,0
28673,1309,13095,874,7
28675,1442,14416,983,5
28676,1434,14344,496,5
28677,1613,16134,5771,74
28678,1464,14642,771,7
28679,801,8011,172,2
28681,1610,16102,4353,82
28682,1401,14013,154,2
28683,1117,11169,218,3
28684,809,8092,176,1
28685,1305,13050,251,1
28689,1685,16847,282,3
28690,1594,15944,1506,18
28692,790,7904,358,1
28693,1305,13054,221,1
28694,1208,12075,974,16
28697,1536,15363,2062,41
28698,1063,10629,196,1
28701,988,9876,481,4
28702,483,4830,34,0
28704,1412,14125,3083,25
28705,943,9431,678,2
28708,522,5224,70,1
28709,927,9272,216,2
28711,810,8098,1243,35
28712,1082,10818,2136,31
28713,1260,12600,1183,15
28714,1424,14245,2442,28
28715,1052,10517,2888,28
28716,1127,11271,2117,52
28717,1564,15636,230,5
28718,840,8402,52,0
28719,2114,21138,1470,11
28720,0,0,0,0
28721,1112,11117,1221,13
28722,1083,10826,746,13
28723,1116,11158,1309,3
28725,0,0,0,0
28726,1470,14697,514,7
28729,1414,14137,423,2
28730,871,8711,885,10
28731,1316,13159,1231,16
28732,1126,11260,2141,9
28733,0,0,0,0
28734,1321,13215,3795,43
28735,0,0,0,0
28736,1041,10405,77,0
28739,950,9498,2101,28
28740,1239,12388,263,0
28741,1273,12727,401,6
28742,1221,12209,346,4
28743,1020,10198,247,7
28745,1388,13880,85,0
28746,999,9988,260,5
28747,751,7509,192,6
28748,1071,10714,1372,18
28749,NA,NA,0,0
28751,1108,11075,415,10
28752,1795,17945,5685,75
28753,1113,11126,1380,21
28754,1230,12297,1092,26
28756,1096,10964,523,4
28757,NA,NA,0,0
28759,1176,11758,927,7
28761,1733,17332,1478,25
28762,1484,14836,1136,12
28763,1030,10300,300,2
28766,1337,13368,204,1
28768,1053,10526,835,3
28771,1520,15197,1251,27
28772,1210,12101,235,2
28773,1174,11745,416,11
28774,809,8094,127,3
28775,0,0,0,0
28777,1735,17352,1810,18
28778,950,9497,1033,13
28779,1205,12050,2140,47
28781,1024,10240,98,0
28782,874,8738,574,10
28783,929,9291,177,3
28785,879,8786,737,5
28786,1089,10894,2409,51
28787,1141,11407,2391,38
28789,916,9159,604,5
28790,1181,11815,448,5
28791,1068,10676,1695,33
28792,1288,12880,4912,81
28801,804,8038,1357,27
28803,906,9055,3176,62
28804,807,8068,1898,24
28805,750,7497,1540,29
28806,1014,10143,4484,67
28901,1482,14820,896,17
28902,1088,10883,170,1
28904,1356,13561,1301,32
28905,1536,15361,549,8
28906,1393,13934,2843,45
28909,1096,10955,119,4
