ZIP Code,Cases Per 10 000 Residents,Cases Per 100 000 Residents,Cases,Deaths
27306,1633,16333,971,21
28114,1339,13394,1210,16
28537,0,0,0,0
28741,1238,12376,388,6
28333,1385,13848,1483,30
28393,1579,15787,341,6
28702,469,4688,33,0
28640,1530,15297,735,19
27970,1201,12010,386,8
27249,1249,12490,1668,19
27860,1348,13482,278,4
27028,1407,14070,3945,45
28713,1197,11968,1117,14
27011,1443,14434,781,7
28636,1612,16120,836,17
28112,1628,16276,4567,60
27357,1431,14306,1191,21
28605,852,8520,353,4
28441,1388,13882,462,5
27599,NA,NA,0,0
27920,940,9399,133,0
28352,1543,15428,3903,78
28164,1510,15103,2333,46
28792,1256,12559,4766,80
27105,1379,13788,5541,52
27024,1536,15356,412,4
28159,1990,19898,622,23
28034,1940,19396,3464,41
27315,897,8972,192,0
27862,720,7196,68,0
27320,1208,12084,4700,59
28697,1509,15094,2019,41
27949,898,8984,650,3
28308,258,2578,19,0
27847,672,6723,72,0
27863,1210,12099,1533,27
28806,982,9817,4304,67
28077,1059,10592,59,0
28226,1073,10732,4317,36
28334,1744,17444,4573,64
28694,1169,11689,939,16
27510,716,7165,1042,8
27708,1392,13916,645,0
28383,1809,18086,1395,22
28447,1327,13268,177,0
28714,1385,13846,2363,28
28669,1315,13150,412,5
27915,884,8839,67,0
28905,1497,14966,531,8
27519,602,6022,3611,11
28513,1350,13497,1461,5
28327,1368,13681,2500,36
27973,931,9310,139,0
28745,1371,13712,82,0
28273,1518,15181,6155,43
28027,1377,13773,10202,91
28385,1714,17138,515,3
28757,NA,NA,0,0
27583,1224,12236,858,8
28761,1672,16720,1420,25
28551,1402,14020,2000,27
28456,1427,14274,509,9
28545,521,5212,209,0
27925,1208,12080,503,6
27052,1324,13239,1332,26
28091,1271,12707,299,4
27613,904,9037,4204,15
27531,315,3153,21,0
27217,1704,17039,6664,108
27527,1361,13607,4114,16
28759,1152,11516,906,7
28056,1567,15668,5577,66
28455,1950,19499,335,4
27870,1511,15105,4023,71
28538,1355,13555,453,3
28779,1158,11584,2040,46
28901,1456,14555,879,15
27503,413,4126,298,1
28020,1599,15990,394,2
28463,2028,20284,2001,44
27597,1667,16667,4249,26
28617,1220,12199,299,3
28120,1495,14948,3635,48
27574,1062,10622,1618,16
28743,1012,10116,245,7
27501,1353,13530,2887,27
27893,1519,15187,6173,132
27557,1308,13078,1205,11
28631,1660,16604,89,0
27929,795,7953,155,2
27299,1768,17682,929,9
27950,531,5314,116,0
27876,1163,11628,150,4
27355,1023,10232,327,2
27549,1237,12365,3119,39
28663,1147,11469,82,0
28547,1291,12907,1790,0
27205,1430,14299,4940,55
28748,1037,10367,1315,18
28339,1528,15278,1104,13
27041,1339,13392,1074,9
28712,1060,10599,2082,30
28144,1717,17175,4439,79
27208,1360,13601,230,3
28431,1801,18009,1214,29
28105,1159,11593,5257,78
28902,1063,10627,166,1
28448,929,9293,113,1
28206,1484,14839,2262,13
27986,732,7321,194,4
28097,1943,19432,1190,5
28363,1594,15941,172,1
28376,1278,12776,5600,63
28668,0,0,0,0
27209,2057,20573,854,42
27830,1021,10210,496,8
27581,1079,10794,427,2
28705,914,9138,655,2
27562,1211,12110,338,1
27235,1244,12437,569,13
28610,1678,16781,1718,19
27572,828,8283,606,3
28531,997,9972,141,3
27891,1277,12772,640,9
27546,1420,14205,3187,85
28542,1097,10966,674,0
28582,1277,12774,233,2
27928,1081,10805,204,5
27874,1190,11897,567,12
27312,620,6197,1376,26
27511,803,8026,2732,28
27127,1375,13752,5296,29
28216,1470,14701,8636,69
27839,1013,10130,375,5
28655,1498,14982,8727,103
28375,0,0,0,0
27823,1340,13402,1047,11
27520,1518,15180,6673,76
28521,1594,15936,360,9
28570,1166,11663,2646,14
28540,1283,12832,6724,74
27043,1197,11968,771,9
27356,1250,12496,439,8
27326,1276,12757,471,2
28134,1457,14572,1722,29
27325,1381,13809,1060,13
28585,1254,12542,523,9
28365,1284,12841,2191,51
28434,951,9506,129,4
28530,1480,14798,1106,16
27828,1470,14705,1328,11
28510,985,9851,152,0
28525,1457,14566,482,4
28683,1096,10962,212,3
28468,920,9195,496,3
28778,924,9238,998,13
27560,753,7533,2538,14
28304,1073,10726,4253,38
27502,801,8012,3505,11
27301,1437,14373,1440,22
28210,1271,12715,5684,46
28052,1670,16702,6150,109
27569,1520,15205,1366,11
28460,1471,14715,1558,6
28909,1011,10112,108,4
27897,762,7621,188,1
28443,1388,13882,3121,27
27358,920,9198,1468,8
28310,1544,15438,1368,0
28689,1667,16667,277,2
28721,1084,10841,1178,12
28438,1765,17654,298,3
27844,1375,13755,418,7
27231,732,7324,150,0
27809,1228,12276,645,10
27504,1738,17377,2836,32
27022,939,9392,142,3
27591,1537,15370,3604,31
28560,1306,13057,3777,61
27341,1189,11890,692,4
27922,958,9575,106,4
27968,0,0,0,0
28520,0,0,0,0
28753,1080,10801,1327,21
27983,1181,11812,1256,30
28373,1336,13362,341,4
28730,833,8333,839,10
27812,1203,12030,355,2
27804,1425,14249,4155,94
28606,1284,12843,304,3
28511,764,7643,48,0
28277,996,9963,7175,33
27978,0,0,0,0
27505,1215,12151,888,16
28036,1195,11949,2217,17
28717,1489,14888,219,5
27046,1086,10855,212,2
27507,945,9450,194,3
28450,1356,13559,325,11
27923,646,6465,64,0
27885,3714,37136,319,5
28470,1110,11104,1493,46
27545,1492,14917,4524,41
28303,1050,10500,3633,38
28083,1598,15976,4134,55
28734,1280,12796,3637,43
27947,1006,10059,85,1
28372,1931,19306,2945,40
28461,821,8214,1690,17
27023,1101,11006,1406,6
27943,0,0,0,0
28660,1374,13741,321,3
28634,1315,13152,693,10
28529,1619,16187,411,7
27845,929,9293,264,11
28704,1366,13664,2969,25
28386,1935,19347,1174,12
27609,1085,10846,4190,28
27025,1213,12135,1349,32
27615,994,9937,4575,50
28174,1685,16852,1565,11
28715,1008,10085,2752,28
27410,926,9265,5278,56
27542,1297,12974,1303,19
28371,1378,13776,976,15
27832,1442,14423,420,8
28079,1408,14076,5604,41
27924,1057,10573,371,4
28635,1483,14831,598,8
27051,1251,12514,1037,8
28433,1286,12856,681,8
27265,1185,11849,5929,65
28747,699,6992,176,5
27295,1508,15077,5909,74
28379,1470,14703,3794,82
28343,1570,15699,246,7
27926,631,6310,124,1
27871,1267,12674,566,10
27936,583,5827,56,1
28436,1440,14403,333,4
27919,933,9331,113,1
27540,1035,10347,4043,12
27853,0,0,0,0
28358,1782,17816,6862,129
28133,1419,14191,385,7
27012,1309,13086,3789,57
27820,854,8536,281,6
28627,828,8279,127,0
27972,0,0,0,0
28453,1760,17597,728,7
28790,1166,11656,440,4
28348,1339,13395,4829,43
28442,1384,13841,240,7
28110,1593,15934,8849,92
28307,939,9389,1454,0
28432,2322,23219,391,3
28037,1532,15323,3652,9
28160,1878,18780,754,12
27207,1164,11640,443,2
27284,1282,12822,7206,96
27055,1560,15605,2266,32
27455,1091,10912,3186,71
28205,1278,12782,6624,70
27856,1717,17167,2970,36
27703,1164,11636,7139,34
27882,1481,14810,1174,15
27818,1119,11190,142,1
27529,1336,13358,7194,78
28528,859,8594,55,0
27565,1243,12427,3238,49
27707,1004,10037,4721,17
27890,1309,13094,314,17
27910,1308,13076,1518,52
27233,1204,12037,439,4
28667,0,0,0,0
27014,1588,15883,152,5
28412,1071,10706,4601,56
27018,1224,12237,1006,10
28651,1452,14520,966,14
27019,1131,11313,479,1
27705,903,9029,4341,86
27614,984,9844,3710,23
