GEOID,DATE,DEV,COMPHOME
370270313003,2021-04-07,66,8
370459505003,2021-04-07,100,18
370630004012,2021-04-07,46,4
370650207002,2021-04-07,50,7
371830524011,2021-04-07,250,59
370610905022,2021-04-07,97,14
370670016011,2021-04-07,50,14
370779703001,2021-04-07,50,11
371830523023,2021-04-07,161,31
370010212053,2021-04-07,252,59
370099708001,2021-04-07,62,14
370459509003,2021-04-07,144,91
370570603011,2021-04-07,257,57
370810126013,2021-04-07,41,8
370879205003,2021-04-07,107,20
370970614012,2021-04-07,150,23
371319203003,2021-04-07,64,19
371570403002,2021-04-07,72,15
371590511011,2021-04-07,161,30
370190205096,2021-04-07,91,26
370970610022,2021-04-07,67,13
371190058162,2021-04-07,41,8
371270108004,2021-04-07,91,24
371470001003,2021-04-07,168,23
371830534131,2021-04-07,589,148
371950008011,2021-04-07,20,1
370459506023,2021-04-07,92,16
370710332021,2021-04-07,159,28
370970615012,2021-04-07,182,52
371650106004,2021-04-07,117,21
370839309001,2021-04-07,29,5
371290103001,2021-04-07,110,25
371419202031,2021-04-07,402,84
370710310042,2021-04-07,98,11
370230203022,2021-04-07,206,44
370710303011,2021-04-07,91,18
370850703001,2021-04-07,114,22
371190033002,2021-04-07,12,3
371350108021,2021-04-07,97,13
371439201004,2021-04-07,119,29
370119301003,2021-04-07,29,4
370210027012,2021-04-07,95,20
370459505002,2021-04-07,132,22
370510033123,2021-04-07,79,22
370531103011,2021-04-07,101,27
370670040091,2021-04-07,121,9
370899309002,2021-04-07,110,31
371010402022,2021-04-07,317,60
371239604012,2021-04-07,46,14
371470005013,2021-04-07,90,14
371830543021,2021-04-07,55,13
370099704001,2021-04-07,75,17
370650206001,2021-04-07,57,9
370650208001,2021-04-07,60,9
370810145012,2021-04-07,30,4
370879202005,2021-04-07,68,15
371510315053,2021-04-07,52,9
371590518011,2021-04-07,221,32
371639702004,2021-04-07,143,21
370810128041,2021-04-07,117,33
371190031031,2021-04-07,70,16
371190056042,2021-04-07,114,20
371290120103,2021-04-07,73,9
371830538071,2021-04-07,114,27
370190205094,2021-04-07,59,21
370510008002,2021-04-07,40,11
370570602032,2021-04-07,137,22
370810110001,2021-04-07,23,7
371090712011,2021-04-07,120,23
371190055082,2021-04-07,90,24
371190058171,2021-04-07,53,9
371510313061,2021-04-07,231,39
371619611012,2021-04-07,63,14
371790202023,2021-04-07,103,22
371939604005,2021-04-07,95,16
370079203001,2021-04-07,108,18
370270309003,2021-04-07,90,18
370370201051,2021-04-07,62,13
370570616002,2021-04-07,63,8
370670012002,2021-04-07,39,4
370899307012,2021-04-07,108,19
371190058451,2021-04-07,83,24
371190062081,2021-04-07,203,50
371470016004,2021-04-07,118,22
371590511012,2021-04-07,71,16
371690701005,2021-04-07,65,11
371830529031,2021-04-07,216,50
371839801001,2021-04-07,26,2
371950001002,2021-04-07,36,15
370190203051,2021-04-07,166,48
370230206001,2021-04-07,95,20
370499601012,2021-04-07,133,43
370510033124,2021-04-07,47,13
370610903001,2021-04-07,46,12
370899314003,2021-04-07,89,12
371010413004,2021-04-07,137,23
371050306021,2021-04-07,84,22
371559615004,2021-04-07,46,3
370210016004,2021-04-07,62,19
370570605001,2021-04-07,110,18
370939701012,2021-04-07,294,83
370970616021,2021-04-07,724,262
371139707002,2021-04-07,68,10
371190030153,2021-04-07,70,7
371190037002,2021-04-07,66,15
371190055181,2021-04-07,177,62
371570407001,2021-04-07,109,24
370810106011,2021-04-07,26,2
370899305012,2021-04-07,68,18
370970610011,2021-04-07,172,29
371190055113,2021-04-07,61,15
371539708001,2021-04-07,55,11
371719310012,2021-04-07,40,9
370250417021,2021-04-07,100,17
370399301003,2021-04-07,47,23
370810162011,2021-04-07,260,46
370810167021,2021-04-07,103,14
370499610022,2021-04-07,68,19
371010408002,2021-04-07,367,167
371270105021,2021-04-07,145,36
371330012004,2021-04-07,81,19
371899209004,2021-04-07,68,21
370650215001,2021-04-07,65,14
371590509041,2021-04-07,81,17
371619611022,2021-04-07,41,9
371719305021,2021-04-07,39,5
370010203003,2021-04-07,81,22
370499611001,2021-04-07,341,62
370810114004,2021-04-07,30,6
371290107002,2021-04-07,72,24
371539702001,2021-04-07,98,23
371830530093,2021-04-07,51,9
371910006012,2021-04-07,25,10
371939607002,2021-04-07,77,19
370350116023,2021-04-07,121,12
370350117012,2021-04-07,123,17
371050305033,2021-04-07,136,24
371070114001,2021-04-07,59,11
371290101003,2021-04-07,22,4
