GEOID,DATE,DEV,COMPHOME
370270313003,2021-03-25,62,11
370459505003,2021-03-25,88,20
370630004012,2021-03-25,47,3
370650207002,2021-03-25,42,6
371830524011,2021-03-25,233,64
370610905022,2021-03-25,84,10
370670016011,2021-03-25,40,11
370779703001,2021-03-25,43,5
371830523023,2021-03-25,164,27
370190205096,2021-03-25,82,22
370970610022,2021-03-25,66,14
371190058162,2021-03-25,35,7
371270108004,2021-03-25,89,18
371470001003,2021-03-25,167,23
371830534131,2021-03-25,586,168
371950008011,2021-03-25,14,2
370119301003,2021-03-25,27,5
370210027012,2021-03-25,94,28
370459505002,2021-03-25,131,20
370510033123,2021-03-25,76,23
370531103011,2021-03-25,92,21
370670040091,2021-03-25,136,38
370899309002,2021-03-25,98,15
371010402022,2021-03-25,315,51
371239604012,2021-03-25,44,9
371470005013,2021-03-25,85,15
371830543021,2021-03-25,47,10
370099704001,2021-03-25,80,19
370650206001,2021-03-25,65,10
370650208001,2021-03-25,57,5
370810145012,2021-03-25,27,2
370879202005,2021-03-25,67,27
371510315053,2021-03-25,50,5
371590518011,2021-03-25,208,39
371639702004,2021-03-25,140,19
370459506023,2021-03-25,102,14
370710332021,2021-03-25,142,28
370970615012,2021-03-25,179,51
371650106004,2021-03-25,100,22
370710310042,2021-03-25,95,14
370650215001,2021-03-25,48,8
371590509041,2021-03-25,81,14
371619611022,2021-03-25,39,10
371719305021,2021-03-25,36,7
370190205094,2021-03-25,39,14
370510008002,2021-03-25,36,8
370570602032,2021-03-25,139,17
370810110001,2021-03-25,24,4
371090712011,2021-03-25,123,24
371190055082,2021-03-25,89,27
371190058171,2021-03-25,46,14
371510313061,2021-03-25,225,32
371619611012,2021-03-25,71,16
371790202023,2021-03-25,97,15
371939604005,2021-03-25,89,21
370010212053,2021-03-25,231,54
370099708001,2021-03-25,62,13
370459509003,2021-03-25,161,85
370570603011,2021-03-25,253,53
370810126013,2021-03-25,37,6
370879205003,2021-03-25,111,24
370970614012,2021-03-25,163,30
371319203003,2021-03-25,39,3
371570403002,2021-03-25,58,20
371590511011,2021-03-25,154,33
370250417021,2021-03-25,92,13
370399301003,2021-03-25,40,12
370810162011,2021-03-25,254,60
370810167021,2021-03-25,105,16
370839309001,2021-03-25,31,6
371290103001,2021-03-25,124,24
371419202031,2021-03-25,399,76
370370208002,2021-03-25,119,32
370810160081,2021-03-25,159,38
371139707005,2021-03-25,90,24
371650106001,2021-03-25,28,6
371830506001,2021-03-25,32,3
371830538061,2021-03-25,314,118
371950004001,2021-03-25,46,9
370319708041,2021-03-25,104,17
370630016032,2021-03-25,252,76
371330003011,2021-03-25,99,22
370810128041,2021-03-25,101,32
371190031031,2021-03-25,62,14
371190056042,2021-03-25,115,29
371290120103,2021-03-25,66,14
371830538071,2021-03-25,107,13
370190203051,2021-03-25,152,24
370230206001,2021-03-25,84,22
370499601012,2021-03-25,113,29
370510033124,2021-03-25,49,15
370610903001,2021-03-25,37,14
370899314003,2021-03-25,90,17
371010413004,2021-03-25,130,19
371050306021,2021-03-25,83,10
371559615004,2021-03-25,36,3
370210016004,2021-03-25,54,22
370570605001,2021-03-25,107,18
370939701012,2021-03-25,278,78
370970616021,2021-03-25,768,294
371139707002,2021-03-25,72,9
371190030153,2021-03-25,68,13
371190037002,2021-03-25,70,17
371190055181,2021-03-25,166,50
371570407001,2021-03-25,105,30
370570620013,2021-03-25,134,32
370630016043,2021-03-25,112,41
370810103002,2021-03-25,53,9
370810126014,2021-03-25,105,23
371010402023,2021-03-25,120,20
371190030071,2021-03-25,49,5
371259511001,2021-03-25,84,17
371590504001,2021-03-25,33,8
371790210142,2021-03-25,54,18
371819608001,2021-03-25,36,18
370479308004,2021-03-25,40,4
370810165061,2021-03-25,57,13
370999505001,2021-03-25,100,20
371050305032,2021-03-25,89,14
371050306023,2021-03-25,140,17
371510310004,2021-03-25,61,16
371830515012,2021-03-25,118,19
371999604001,2021-03-25,60,14
370350116023,2021-03-25,120,18
370350117012,2021-03-25,132,23
371050305033,2021-03-25,140,28
371070114001,2021-03-25,55,14
371290101003,2021-03-25,20,4
371590510014,2021-03-25,144,28
371719311012,2021-03-25,96,19
371830532061,2021-03-25,407,104
371879501002,2021-03-25,29,5
370270303001,2021-03-25,67,12
370479306004,2021-03-25,71,7
371190020033,2021-03-25,53,20
371590503002,2021-03-25,95,34
370210027011,2021-03-25,90,17
370270301002,2021-03-25,748,499
370670004002,2021-03-25,17,6
371190058431,2021-03-25,125,18
371330023002,2021-03-25,176,37
371350110005,2021-03-25,72,22
371570407003,2021-03-25,38,4
371790203051,2021-03-25,204,47
371910009012,2021-03-25,73,19
371910020001,2021-03-25,20,4
370079203001,2021-03-25,101,19
370270309003,2021-03-25,84,22
370370201051,2021-03-25,60,17
370570616002,2021-03-25,48,14
370670012002,2021-03-25,38,10
370899307012,2021-03-25,97,18
371190058451,2021-03-25,85,28
371190062081,2021-03-25,198,55
371470016004,2021-03-25,105,19
371590511012,2021-03-25,76,14
371690701005,2021-03-25,63,13
371830529031,2021-03-25,216,60
371839801001,2021-03-25,24,1
371950001002,2021-03-25,22,9
370059501002,2021-03-25,64,11
370190205041,2021-03-25,85,14
370210025042,2021-03-25,107,22
370510038003,2021-03-25,40,12
371010401004,2021-03-25,74,21
370250426022,2021-03-25,86,19
370630001011,2021-03-25,26,9
370710331002,2021-03-25,55,9
371190025001,2021-03-25,186,36
371190062032,2021-03-25,152,39
371290116062,2021-03-25,98,16
371379502021,2021-03-25,32,10
371830528033,2021-03-25,161,54
371950009001,2021-03-25,86,12
370399301002,2021-03-25,36,8
370479310003,2021-03-25,84,22
370630021002,2021-03-25,113,23
370670040072,2021-03-25,163,35
371190019171,2021-03-25,87,32
371190046001,2021-03-25,37,11
371399602001,2021-03-25,56,14
370030403001,2021-03-25,112,19
371050307023,2021-03-25,101,16
371190019154,2021-03-25,37,12
371570406013,2021-03-25,82,11
370350107002,2021-03-25,55,19
370459503022,2021-03-25,87,23
370670037031,2021-03-25,163,43
371190030074,2021-03-25,74,13
371679308012,2021-03-25,182,28
371790203072,2021-03-25,244,36
370459510002,2021-03-25,60,19
371190006002,2021-03-25,69,17
371590512011,2021-03-25,189,29
371899207033,2021-03-25,107,14
370079204002,2021-03-25,50,12
370590802004,2021-03-25,71,15
370630011002,2021-03-25,46,21
371190053082,2021-03-25,20,2
371330017002,2021-03-25,70,22
371759604021,2021-03-25,74,25
371910008002,2021-03-25,122,19
370630006001,2021-03-25,49,13
370899307033,2021-03-25,121,38
371559602011,2021-03-25,74,17
371830530081,2021-03-25,137,34
370350103042,2021-03-25,64,10
370350113003,2021-03-25,154,37
370570617011,2021-03-25,154,28
371070106002,2021-03-25,50,16
371190023001,2021-03-25,23,6
371379502022,2021-03-25,69,17
371830535201,2021-03-25,99,24
371950012003,2021-03-25,80,14
370179505002,2021-03-25,103,31
370210026064,2021-03-25,52,15
370350118013,2021-03-25,112,19
370810158002,2021-03-25,63,15
371010408001,2021-03-25,46,15
371470003012,2021-03-25,110,25
371570409001,2021-03-25,40,7
371830530051,2021-03-25,34,11
370190205071,2021-03-25,61,18
370270308001,2021-03-25,95,14
370510010002,2021-03-25,66,22
370630017062,2021-03-25,77,22
370710316003,2021-03-25,93,21
370810126011,2021-03-25,43,8
370839305023,2021-03-25,74,16
370899314004,2021-03-25,52,14
371510310002,2021-03-25,88,18
371719310032,2021-03-25,90,25
371830541063,2021-03-25,127,44
370670038031,2021-03-25,70,20
371219502004,2021-03-25,56,25
371459204002,2021-03-25,37,11
370710301021,2021-03-25,225,52
371719306003,2021-03-25,84,7
371899204002,2021-03-25,71,15
371910004023,2021-03-25,58,10
370210004002,2021-03-25,19,6
371050301022,2021-03-25,92,16
371090708002,2021-03-25,84,15
371190059091,2021-03-25,275,66
371330004012,2021-03-25,337,70
371470014022,2021-03-25,54,13
371679307003,2021-03-25,122,14
371790210111,2021-03-25,194,34
371830534091,2021-03-25,97,26
370499606002,2021-03-25,39,3
370510019022,2021-03-25,83,22
370710327033,2021-03-25,30,3
370779706031,2021-03-25,81,23
370810143003,2021-03-25,23,5
371190030171,2021-03-25,40,5
371190054011,2021-03-25,119,37
371239602002,2021-03-25,41,6
371470005021,2021-03-25,162,29
371559613022,2021-03-25,65,19
371819606001,2021-03-25,48,13
371830541061,2021-03-25,105,37
370499610022,2021-03-25,67,24
371010408002,2021-03-25,397,207
371270105021,2021-03-25,113,21
371330012004,2021-03-25,74,25
371899209004,2021-03-25,58,12
370670035003,2021-03-25,55,21
370670040111,2021-03-25,129,34
370710314022,2021-03-25,40,6
371190055123,2021-03-25,104,30
371570414001,2021-03-25,441,273
371570416022,2021-03-25,72,7
371830517002,2021-03-25,48,10
371950008023,2021-03-25,73,16
370139306001,2021-03-25,68,7
370710326002,2021-03-25,73,20
370879205004,2021-03-25,67,20
371190058412,2021-03-25,60,13
371290120062,2021-03-25,84,14
371290120082,2021-03-25,167,32
371290120091,2021-03-25,127,27
370230203022,2021-03-25,205,42
370710303011,2021-03-25,83,11
370850703001,2021-03-25,109,24
371190033002,2021-03-25,11,3
371350108021,2021-03-25,98,20
371439201004,2021-03-25,114,20
370250423003,2021-03-25,44,15
370499605004,2021-03-25,95,31
370899309001,2021-03-25,53,15
371010409012,2021-03-25,233,34
371290111001,2021-03-25,40,10
371510311002,2021-03-25,79,7
370570612011,2021-03-25,112,29
370850713032,2021-03-25,202,52
371090709023,2021-03-25,134,20
371190062031,2021-03-25,110,27
371650105004,2021-03-25,44,9
371790209011,2021-03-25,119,33
370250408002,2021-03-25,114,22
370250408003,2021-03-25,86,13
370559702001,2021-03-25,37,11
370759201001,2021-03-25,20,5
370899304023,2021-03-25,442,259
371010415023,2021-03-25,255,78
371190055143,2021-03-25,107,33
371830507002,2021-03-25,34,7
371830524042,2021-03-25,37,12
371830540121,2021-03-25,91,20
370010203003,2021-03-25,77,24
370499611001,2021-03-25,316,74
370810114004,2021-03-25,23,5
371290107002,2021-03-25,53,11
371539702001,2021-03-25,74,12
