GEOID,DATE,DEV,COMPHOME
370610905022,2021-03-20,77,11
370670016011,2021-03-20,44,8
370779703001,2021-03-20,47,8
371830523023,2021-03-20,165,25
370270313003,2021-03-20,58,14
370459505003,2021-03-20,95,12
370630004012,2021-03-20,54,10
370650207002,2021-03-20,40,6
371830524011,2021-03-20,212,48
370010212053,2021-03-20,222,59
370099708001,2021-03-20,59,19
370459509003,2021-03-20,151,93
370570603011,2021-03-20,231,46
370810126013,2021-03-20,36,8
370879205003,2021-03-20,110,23
370970614012,2021-03-20,154,27
371319203003,2021-03-20,41,6
371570403002,2021-03-20,62,16
371590511011,2021-03-20,147,31
370350116023,2021-03-20,120,11
370350117012,2021-03-20,125,32
371050305033,2021-03-20,127,33
371070114001,2021-03-20,59,8
371290101003,2021-03-20,15,7
371590510014,2021-03-20,143,25
371719311012,2021-03-20,91,18
371830532061,2021-03-20,403,104
371879501002,2021-03-20,27,9
370190205096,2021-03-20,78,21
370970610022,2021-03-20,65,11
371190058162,2021-03-20,40,7
371270108004,2021-03-20,89,19
371470001003,2021-03-20,166,16
371830534131,2021-03-20,574,144
371950008011,2021-03-20,21,4
370079203001,2021-03-20,99,16
370270309003,2021-03-20,84,24
370370201051,2021-03-20,56,14
370570616002,2021-03-20,45,7
370670012002,2021-03-20,49,6
370899307012,2021-03-20,95,24
371190058451,2021-03-20,86,18
371190062081,2021-03-20,182,46
371470016004,2021-03-20,105,19
371590511012,2021-03-20,68,17
371690701005,2021-03-20,57,9
371830529031,2021-03-20,207,49
371839801001,2021-03-20,23,3
371950001002,2021-03-20,31,13
370010203003,2021-03-20,76,10
370499611001,2021-03-20,313,75
370810114004,2021-03-20,25,7
371290107002,2021-03-20,64,17
371539702001,2021-03-20,76,13
371830530093,2021-03-20,48,6
371910006012,2021-03-20,28,4
371939607002,2021-03-20,73,16
370710310042,2021-03-20,92,13
370650215001,2021-03-20,49,10
371590509041,2021-03-20,76,21
371619611022,2021-03-20,39,7
371719305021,2021-03-20,37,7
370839309001,2021-03-20,28,2
371290103001,2021-03-20,105,29
371419202031,2021-03-20,383,84
370459506023,2021-03-20,97,19
370710332021,2021-03-20,137,22
370970615012,2021-03-20,164,33
371650106004,2021-03-20,100,21
370099704001,2021-03-20,70,19
370650206001,2021-03-20,54,12
370650208001,2021-03-20,55,10
370810145012,2021-03-20,30,6
370879202005,2021-03-20,67,18
371510315053,2021-03-20,57,9
371590518011,2021-03-20,196,28
371639702004,2021-03-20,138,18
370190205094,2021-03-20,43,17
370510008002,2021-03-20,50,13
370570602032,2021-03-20,128,26
370810110001,2021-03-20,21,3
371090712011,2021-03-20,119,25
371190055082,2021-03-20,85,22
371190058171,2021-03-20,52,8
371510313061,2021-03-20,226,47
371619611012,2021-03-20,65,8
371790202023,2021-03-20,109,22
