GEOID,DATE,DEV,COMPHOME
370270313003,2021-03-24,57,7
370459505003,2021-03-24,92,13
370630004012,2021-03-24,56,7
370650207002,2021-03-24,41,9
371830524011,2021-03-24,225,65
370610905022,2021-03-24,84,14
370670016011,2021-03-24,46,13
370779703001,2021-03-24,49,10
371830523023,2021-03-24,171,32
370190205096,2021-03-24,75,10
370970610022,2021-03-24,70,11
371190058162,2021-03-24,33,13
371270108004,2021-03-24,88,10
371470001003,2021-03-24,164,22
371830534131,2021-03-24,597,155
371950008011,2021-03-24,16,5
370459506023,2021-03-24,98,16
370710332021,2021-03-24,153,33
370970615012,2021-03-24,173,37
371650106004,2021-03-24,97,23
370010212053,2021-03-24,236,59
370099708001,2021-03-24,64,13
370459509003,2021-03-24,153,88
370570603011,2021-03-24,259,60
370810126013,2021-03-24,42,11
370879205003,2021-03-24,117,25
370970614012,2021-03-24,162,20
371319203003,2021-03-24,44,11
371570403002,2021-03-24,66,22
371590511011,2021-03-24,156,34
370190203051,2021-03-24,153,28
370230206001,2021-03-24,86,23
370499601012,2021-03-24,117,34
370510033124,2021-03-24,59,14
370610903001,2021-03-24,35,13
370899314003,2021-03-24,90,15
371010413004,2021-03-24,133,26
371050306021,2021-03-24,92,10
371559615004,2021-03-24,36,3
370190205094,2021-03-24,42,14
370510008002,2021-03-24,48,12
370570602032,2021-03-24,137,25
370810110001,2021-03-24,19,2
371090712011,2021-03-24,122,26
371190055082,2021-03-24,94,33
371190058171,2021-03-24,52,15
371510313061,2021-03-24,228,35
371619611012,2021-03-24,73,11
371790202023,2021-03-24,105,17
371939604005,2021-03-24,94,20
370399301002,2021-03-24,35,5
370479310003,2021-03-24,75,9
370630021002,2021-03-24,116,24
370670040072,2021-03-24,163,41
371190019171,2021-03-24,91,30
371190046001,2021-03-24,39,16
371399602001,2021-03-24,62,20
370710310042,2021-03-24,98,18
370670035003,2021-03-24,52,19
370670040111,2021-03-24,127,31
370710314022,2021-03-24,40,7
371190055123,2021-03-24,134,35
371570414001,2021-03-24,453,280
371570416022,2021-03-24,74,11
371830517002,2021-03-24,45,5
371950008023,2021-03-24,78,15
370319708041,2021-03-24,110,20
370630016032,2021-03-24,262,72
371330003011,2021-03-24,103,18
370570620013,2021-03-24,139,35
370630016043,2021-03-24,115,26
370810103002,2021-03-24,57,9
370810126014,2021-03-24,109,28
371010402023,2021-03-24,121,27
371190030071,2021-03-24,52,10
371259511001,2021-03-24,85,18
371590504001,2021-03-24,43,11
371790210142,2021-03-24,48,13
371819608001,2021-03-24,37,16
370059501002,2021-03-24,58,9
370190205041,2021-03-24,85,24
370210025042,2021-03-24,108,27
370510038003,2021-03-24,41,7
371010401004,2021-03-24,81,18
370810128041,2021-03-24,111,40
371190031031,2021-03-24,83,20
371190056042,2021-03-24,115,27
371290120103,2021-03-24,67,7
371830538071,2021-03-24,115,18
370210016004,2021-03-24,55,18
370570605001,2021-03-24,103,19
370939701012,2021-03-24,307,86
370970616021,2021-03-24,759,284
371139707002,2021-03-24,71,6
371190030153,2021-03-24,66,18
371190037002,2021-03-24,64,12
371190055181,2021-03-24,160,53
371570407001,2021-03-24,104,28
370370208002,2021-03-24,126,41
370810160081,2021-03-24,159,46
371139707005,2021-03-24,89,22
371650106001,2021-03-24,27,4
371830506001,2021-03-24,29,1
371830538061,2021-03-24,335,116
371950004001,2021-03-24,42,8
370210027011,2021-03-24,85,19
370270301002,2021-03-24,758,497
370670004002,2021-03-24,21,9
371190058431,2021-03-24,141,28
371330023002,2021-03-24,164,42
371350110005,2021-03-24,72,25
371570407003,2021-03-24,39,12
371790203051,2021-03-24,208,47
371910009012,2021-03-24,65,8
371910020001,2021-03-24,25,5
370230203022,2021-03-24,205,36
370710303011,2021-03-24,81,16
370850703001,2021-03-24,112,22
371190033002,2021-03-24,8,1
371350108021,2021-03-24,93,18
371439201004,2021-03-24,115,19
370190203071,2021-03-24,25,1
370210027021,2021-03-24,135,34
370270303004,2021-03-24,74,25
370479308002,2021-03-24,99,13
371190054042,2021-03-24,103,37
371350107053,2021-03-24,39,7
371559602013,2021-03-24,95,30
371559620012,2021-03-24,47,11
371830537221,2021-03-24,52,12
370499610022,2021-03-24,62,17
371010408002,2021-03-24,413,204
371270105021,2021-03-24,129,35
371330012004,2021-03-24,83,23
371899209004,2021-03-24,55,11
370099704001,2021-03-24,75,18
370650206001,2021-03-24,63,20
370650208001,2021-03-24,59,3
370810145012,2021-03-24,36,10
370879202005,2021-03-24,69,25
371510315053,2021-03-24,57,5
371590518011,2021-03-24,209,36
371639702004,2021-03-24,146,23
370119301003,2021-03-24,28,5
370210027012,2021-03-24,91,21
370459505002,2021-03-24,128,15
370510033123,2021-03-24,79,20
370531103011,2021-03-24,99,23
370670040091,2021-03-24,152,48
370899309002,2021-03-24,95,22
371010402022,2021-03-24,313,69
371239604012,2021-03-24,50,10
371470005013,2021-03-24,92,14
371830543021,2021-03-24,50,10
370839309001,2021-03-24,29,4
371290103001,2021-03-24,100,24
371419202031,2021-03-24,422,84
371190004001,2021-03-24,73,20
371259504011,2021-03-24,44,10
371559607013,2021-03-24,106,20
371790204011,2021-03-24,325,59
371790208002,2021-03-24,41,2
370010203003,2021-03-24,81,18
370499611001,2021-03-24,324,80
370810114004,2021-03-24,23,2
371290107002,2021-03-24,57,14
371539702001,2021-03-24,79,18
