GEOID,DATE,DEV,COMPHOME
370270313003,2021-03-26,59,8
370459505003,2021-03-26,89,16
370630004012,2021-03-26,57,4
370650207002,2021-03-26,58,6
371830524011,2021-03-26,217,63
370610905022,2021-03-26,81,5
370670016011,2021-03-26,45,14
370779703001,2021-03-26,48,8
371830523023,2021-03-26,172,23
370459506023,2021-03-26,100,12
370710332021,2021-03-26,149,30
370970615012,2021-03-26,172,41
371650106004,2021-03-26,91,12
370190205096,2021-03-26,88,21
370970610022,2021-03-26,63,11
371190058162,2021-03-26,39,7
371270108004,2021-03-26,95,14
371470001003,2021-03-26,163,15
371830534131,2021-03-26,589,151
371950008011,2021-03-26,21,1
370010212053,2021-03-26,236,53
370099708001,2021-03-26,56,10
370459509003,2021-03-26,134,78
370570603011,2021-03-26,256,48
370810126013,2021-03-26,34,4
370879205003,2021-03-26,112,14
370970614012,2021-03-26,158,25
371319203003,2021-03-26,49,5
371570403002,2021-03-26,59,12
371590511011,2021-03-26,154,29
370650215001,2021-03-26,52,10
371590509041,2021-03-26,76,10
371619611022,2021-03-26,37,7
371719305021,2021-03-26,40,9
370190205094,2021-03-26,40,13
370510008002,2021-03-26,48,10
370570602032,2021-03-26,128,16
370810110001,2021-03-26,18,5
371090712011,2021-03-26,120,20
371190055082,2021-03-26,96,22
371190058171,2021-03-26,50,16
371510313061,2021-03-26,224,29
371619611012,2021-03-26,68,12
371790202023,2021-03-26,96,15
371939604005,2021-03-26,89,10
370190203051,2021-03-26,152,28
370230206001,2021-03-26,81,16
370499601012,2021-03-26,105,37
370510033124,2021-03-26,45,14
370610903001,2021-03-26,45,12
370899314003,2021-03-26,88,10
371010413004,2021-03-26,143,19
371050306021,2021-03-26,80,9
371559615004,2021-03-26,41,5
370230203022,2021-03-26,202,36
370710303011,2021-03-26,78,10
370850703001,2021-03-26,107,29
371190033002,2021-03-26,9,1
371350108021,2021-03-26,103,16
371439201004,2021-03-26,124,26
370079203001,2021-03-26,103,16
370270309003,2021-03-26,103,15
370370201051,2021-03-26,56,16
370570616002,2021-03-26,43,5
370670012002,2021-03-26,42,8
370899307012,2021-03-26,100,23
371190058451,2021-03-26,85,16
371190062081,2021-03-26,182,42
371470016004,2021-03-26,118,14
371590511012,2021-03-26,68,13
371690701005,2021-03-26,61,9
371830529031,2021-03-26,212,45
371839801001,2021-03-26,27,4
371950001002,2021-03-26,28,11
370710310042,2021-03-26,92,18
370810128041,2021-03-26,116,33
371190031031,2021-03-26,65,10
371190056042,2021-03-26,109,16
371290120103,2021-03-26,66,11
371830538071,2021-03-26,109,20
370319708041,2021-03-26,101,16
370630016032,2021-03-26,262,86
371330003011,2021-03-26,101,17
370839309001,2021-03-26,32,9
371290103001,2021-03-26,118,20
371419202031,2021-03-26,387,64
370119301003,2021-03-26,26,5
370210027012,2021-03-26,93,16
370459505002,2021-03-26,122,9
370510033123,2021-03-26,78,23
370531103011,2021-03-26,97,24
370670040091,2021-03-26,146,39
370899309002,2021-03-26,97,20
371010402022,2021-03-26,309,57
371239604012,2021-03-26,44,6
371470005013,2021-03-26,89,8
371830543021,2021-03-26,51,9
370210016004,2021-03-26,47,12
370570605001,2021-03-26,102,13
370939701012,2021-03-26,275,70
370970616021,2021-03-26,761,242
371139707002,2021-03-26,65,15
371190030153,2021-03-26,66,13
371190037002,2021-03-26,67,14
371190055181,2021-03-26,162,39
371570407001,2021-03-26,122,24
370570620013,2021-03-26,133,18
370630016043,2021-03-26,113,25
370810103002,2021-03-26,45,10
370810126014,2021-03-26,105,17
371010402023,2021-03-26,116,19
