GEOID,DATE,DEV,COMPHOME
370270313003,2021-03-21,63,12
370459505003,2021-03-21,92,24
370630004012,2021-03-21,51,8
370650207002,2021-03-21,44,5
371830524011,2021-03-21,227,63
370610905022,2021-03-21,78,11
370670016011,2021-03-21,44,11
370779703001,2021-03-21,52,14
371830523023,2021-03-21,163,25
370459506023,2021-03-21,100,23
370710332021,2021-03-21,130,34
370970615012,2021-03-21,163,38
371650106004,2021-03-21,101,22
370010212053,2021-03-21,226,72
370099708001,2021-03-21,55,20
370459509003,2021-03-21,148,91
370570603011,2021-03-21,229,60
370810126013,2021-03-21,38,6
370879205003,2021-03-21,113,30
370970614012,2021-03-21,150,32
371319203003,2021-03-21,46,7
371570403002,2021-03-21,62,23
371590511011,2021-03-21,148,26
370810128041,2021-03-21,108,42
371190031031,2021-03-21,79,20
371190056042,2021-03-21,118,21
371290120103,2021-03-21,71,17
371830538071,2021-03-21,107,22
370190205096,2021-03-21,74,24
370970610022,2021-03-21,77,19
371190058162,2021-03-21,37,9
371270108004,2021-03-21,85,15
371470001003,2021-03-21,169,24
371830534131,2021-03-21,577,153
371950008011,2021-03-21,19,7
370250417021,2021-03-21,90,19
370399301003,2021-03-21,39,11
370810162011,2021-03-21,266,63
370810167021,2021-03-21,105,19
370190203051,2021-03-21,164,46
370230206001,2021-03-21,82,24
370499601012,2021-03-21,110,29
370510033124,2021-03-21,49,18
370610903001,2021-03-21,36,16
370899314003,2021-03-21,104,20
371010413004,2021-03-21,127,22
371050306021,2021-03-21,77,10
371559615004,2021-03-21,38,6
370570620013,2021-03-21,125,20
370630016043,2021-03-21,111,40
370810103002,2021-03-21,51,14
370810126014,2021-03-21,107,27
371010402023,2021-03-21,111,23
371190030071,2021-03-21,45,5
371259511001,2021-03-21,85,18
371590504001,2021-03-21,40,15
371790210142,2021-03-21,60,21
371819608001,2021-03-21,39,10
370119301003,2021-03-21,24,3
370210027012,2021-03-21,90,21
370459505002,2021-03-21,109,25
370510033123,2021-03-21,74,22
370531103011,2021-03-21,89,25
370670040091,2021-03-21,140,51
370899309002,2021-03-21,85,15
371010402022,2021-03-21,309,78
371239604012,2021-03-21,45,4
371470005013,2021-03-21,78,25
371830543021,2021-03-21,52,13
370059501002,2021-03-21,59,16
370190205041,2021-03-21,87,41
370210025042,2021-03-21,102,26
370510038003,2021-03-21,36,12
371010401004,2021-03-21,74,21
370270303001,2021-03-21,67,20
370479306004,2021-03-21,68,10
371190020033,2021-03-21,70,13
371590503002,2021-03-21,89,25
370839309001,2021-03-21,30,7
371290103001,2021-03-21,110,33
371419202031,2021-03-21,388,100
