GEOID,DATE,DEV,COMPHOME
370270313003,2021-04-14,68,12
370459505003,2021-04-14,94,26
370630004012,2021-04-14,37,7
370650207002,2021-04-14,51,12
371830524011,2021-04-14,253,73
370610905022,2021-04-14,90,7
370670016011,2021-04-14,57,13
370779703001,2021-04-14,46,6
371830523023,2021-04-14,172,33
370810128041,2021-04-14,135,36
371190031031,2021-04-14,84,13
371190056042,2021-04-14,160,26
371290120103,2021-04-14,68,11
371830538071,2021-04-14,122,29
370190205096,2021-04-14,94,26
370970610022,2021-04-14,73,14
371190058162,2021-04-14,49,7
371270108004,2021-04-14,95,13
371470001003,2021-04-14,164,12
371830534131,2021-04-14,607,156
371950008011,2021-04-14,18,4
370079203001,2021-04-14,107,14
370270309003,2021-04-14,95,19
370370201051,2021-04-14,56,11
370570616002,2021-04-14,55,6
370670012002,2021-04-14,53,10
370899307012,2021-04-14,111,23
371190058451,2021-04-14,86,22
371190062081,2021-04-14,206,38
371470016004,2021-04-14,124,31
371590511012,2021-04-14,71,15
371690701005,2021-04-14,66,12
371830529031,2021-04-14,239,62
371839801001,2021-04-14,24,7
371950001002,2021-04-14,34,11
370010212053,2021-04-14,253,56
370099708001,2021-04-14,69,14
370459509003,2021-04-14,146,87
370570603011,2021-04-14,247,61
370810126013,2021-04-14,47,11
370879205003,2021-04-14,119,13
370970614012,2021-04-14,171,27
371319203003,2021-04-14,50,6
371570403002,2021-04-14,59,12
371590511011,2021-04-14,163,33
370099704001,2021-04-14,87,17
370650206001,2021-04-14,59,18
370650208001,2021-04-14,59,12
370810145012,2021-04-14,33,4
370879202005,2021-04-14,69,17
371510315053,2021-04-14,53,7
371590518011,2021-04-14,217,45
371639702004,2021-04-14,149,25
370190205094,2021-04-14,51,17
370510008002,2021-04-14,48,10
370570602032,2021-04-14,144,22
370810110001,2021-04-14,23,8
371090712011,2021-04-14,122,25
371190055082,2021-04-14,88,27
371190058171,2021-04-14,61,15
371510313061,2021-04-14,230,50
371619611012,2021-04-14,67,14
371790202023,2021-04-14,102,19
371939604005,2021-04-14,82,13
370459506023,2021-04-14,89,15
370710332021,2021-04-14,158,40
370970615012,2021-04-14,177,43
371650106004,2021-04-14,115,25
370710310042,2021-04-14,100,28
370059501002,2021-04-14,77,22
370190205041,2021-04-14,86,17
370210025042,2021-04-14,117,26
370510038003,2021-04-14,42,11
371010401004,2021-04-14,85,10
370250417021,2021-04-14,89,11
370399301003,2021-04-14,53,22
370810162011,2021-04-14,264,52
370810167021,2021-04-14,104,20
370190203051,2021-04-14,165,24
370230206001,2021-04-14,90,24
370499601012,2021-04-14,132,36
370510033124,2021-04-14,56,9
370610903001,2021-04-14,42,8
370899314003,2021-04-14,93,21
371010413004,2021-04-14,143,28
371050306021,2021-04-14,90,16
371559615004,2021-04-14,41,2
370370208003,2021-04-14,122,34
370570605003,2021-04-14,42,15
370670032022,2021-04-14,43,14
371190055231,2021-04-14,97,25
371290113001,2021-04-14,44,9
371590509043,2021-04-14,54,11
370230203022,2021-04-14,208,36
370710303011,2021-04-14,85,11
370850703001,2021-04-14,113,29
371190033002,2021-04-14,15,6
371350108021,2021-04-14,93,16
371439201004,2021-04-14,117,26
370839309001,2021-04-14,25,7
371290103001,2021-04-14,105,31
371419202031,2021-04-14,407,84
370570620013,2021-04-14,137,16
370630016043,2021-04-14,116,28
370810103002,2021-04-14,60,17
370810126014,2021-04-14,108,26
371010402023,2021-04-14,123,27
371190030071,2021-04-14,44,5
371259511001,2021-04-14,74,16
371590504001,2021-04-14,42,12
371790210142,2021-04-14,47,9
371819608001,2021-04-14,55,20
370210027011,2021-04-14,94,19
370270301002,2021-04-14,636,415
370670004002,2021-04-14,24,11
371190058431,2021-04-14,130,28
371330023002,2021-04-14,171,26
371350110005,2021-04-14,81,20
371570407003,2021-04-14,43,4
371790203051,2021-04-14,226,49
371910009012,2021-04-14,75,11
371910020001,2021-04-14,16,3
370190205071,2021-04-14,70,20
370270308001,2021-04-14,96,19
370510010002,2021-04-14,68,17
370630017062,2021-04-14,79,24
370710316003,2021-04-14,90,26
370810126011,2021-04-14,42,14
370839305023,2021-04-14,91,14
370899314004,2021-04-14,58,15
371510310002,2021-04-14,88,21
371719310032,2021-04-14,94,11
371830541063,2021-04-14,145,41
370250426011,2021-04-14,235,44
370399303002,2021-04-14,15,1
370779703003,2021-04-14,81,11
370810106022,2021-04-14,49,9
371590514004,2021-04-14,114,22
371899207031,2021-04-14,101,24
370350107002,2021-04-14,63,11
370459503022,2021-04-14,106,20
370670037031,2021-04-14,169,35
371190030074,2021-04-14,89,21
371679308012,2021-04-14,198,30
371790203072,2021-04-14,239,38
370650215001,2021-04-14,67,10
371590509041,2021-04-14,79,12
371619611022,2021-04-14,53,12
371719305021,2021-04-14,43,11
370210016004,2021-04-14,70,29
370570605001,2021-04-14,114,22
370939701012,2021-04-14,320,88
370970616021,2021-04-14,755,294
371139707002,2021-04-14,74,6
371190030153,2021-04-14,69,13
371190037002,2021-04-14,67,17
371190055181,2021-04-14,174,52
371570407001,2021-04-14,104,24
370370208002,2021-04-14,133,39
370810160081,2021-04-14,146,31
371139707005,2021-04-14,92,23
371650106001,2021-04-14,33,7
371830506001,2021-04-14,35,8
371830538061,2021-04-14,302,101
371950004001,2021-04-14,35,6
370119301003,2021-04-14,30,5
370210027012,2021-04-14,94,19
370459505002,2021-04-14,119,10
370510033123,2021-04-14,95,23
370531103011,2021-04-14,96,20
370670040091,2021-04-14,127,28
370899309002,2021-04-14,96,18
371010402022,2021-04-14,329,71
371239604012,2021-04-14,53,13
371470005013,2021-04-14,90,12
371830543021,2021-04-14,56,17
371190004001,2021-04-14,74,7
371259504011,2021-04-14,36,13
371559607013,2021-04-14,113,20
371790204011,2021-04-14,324,48
371790208002,2021-04-14,31,3
370319708041,2021-04-14,104,13
370630016032,2021-04-14,248,75
371330003011,2021-04-14,107,23
370350116023,2021-04-14,124,15
370350117012,2021-04-14,126,14
371050305033,2021-04-14,136,28
371070114001,2021-04-14,66,10
371290101003,2021-04-14,18,5
371590510014,2021-04-14,157,26
371719311012,2021-04-14,106,26
371830532061,2021-04-14,386,93
371879501002,2021-04-14,22,2
370079204002,2021-04-14,43,9
370590802004,2021-04-14,83,14
370630011002,2021-04-14,51,23
371190053082,2021-04-14,22,8
371330017002,2021-04-14,52,14
371759604021,2021-04-14,76,21
371910008002,2021-04-14,136,19
370670035003,2021-04-14,43,16
370670040111,2021-04-14,127,28
370710314022,2021-04-14,37,11
371190055123,2021-04-14,120,36
371570414001,2021-04-14,379,223
371570416022,2021-04-14,81,17
371830517002,2021-04-14,46,5
371950008023,2021-04-14,83,22
370630017111,2021-04-14,63,16
370670005002,2021-04-14,28,10
370179505002,2021-04-14,98,21
370210026064,2021-04-14,50,9
370350118013,2021-04-14,113,17
370810158002,2021-04-14,55,1
371010408001,2021-04-14,48,11
371470003012,2021-04-14,118,25
371570409001,2021-04-14,40,9
371830530051,2021-04-14,33,7
370479308004,2021-04-14,50,7
370810165061,2021-04-14,48,11
370999505001,2021-04-14,106,20
371050305032,2021-04-14,106,20
371050306023,2021-04-14,143,22
371510310004,2021-04-14,73,17
371830515012,2021-04-14,106,22
371999604001,2021-04-14,64,9
370630006001,2021-04-14,58,17
370899307033,2021-04-14,134,26
371559602011,2021-04-14,77,22
371830530081,2021-04-14,128,33
370250425012,2021-04-14,255,65
370810153002,2021-04-14,157,32
370839307003,2021-04-14,39,7
371350117001,2021-04-14,137,20
371830535062,2021-04-14,35,8
370159601001,2021-04-14,33,6
370630017093,2021-04-14,234,73
370970608011,2021-04-14,56,14
371190034003,2021-04-14,46,6
371190057131,2021-04-14,176,31
371639705003,2021-04-14,74,16
371950014001,2021-04-14,278,51
370210009003,2021-04-14,52,16
370670035005,2021-04-14,118,42
371190012001,2021-04-14,59,16
370499610022,2021-04-14,62,10
371010408002,2021-04-14,406,171
371270105021,2021-04-14,140,42
371330012004,2021-04-14,79,24
371899209004,2021-04-14,57,18
370190204042,2021-04-14,55,15
370319707011,2021-04-14,75,14
370879206003,2021-04-14,44,9
371010411012,2021-04-14,107,20
371190020022,2021-04-14,510,187
371510306002,2021-04-14,600,238
371819609001,2021-04-14,102,15
370690604021,2021-04-14,123,34
370710325081,2021-04-14,64,13
371190012003,2021-04-14,91,17
370010210001,2021-04-14,34,6
370230208011,2021-04-14,174,31
370810158003,2021-04-14,224,55
370970609012,2021-04-14,88,26
371830524041,2021-04-14,83,16
371070113001,2021-04-14,118,21
371190048003,2021-04-14,56,11
371239604021,2021-04-14,113,20
370210032021,2021-04-14,77,14
370250412001,2021-04-14,82,21
370350113001,2021-04-14,146,35
370630003012,2021-04-14,11,1
370670035001,2021-04-14,53,20
370810144121,2021-04-14,74,11
370850709011,2021-04-14,149,34
370919501005,2021-04-14,49,14
371510308011,2021-04-14,171,29
371570405011,2021-04-14,131,26
371830540142,2021-04-14,64,16
370370201052,2021-04-14,263,93
370479313004,2021-04-14,104,16
370670011002,2021-04-14,20,7
370839302001,2021-04-14,75,16
371510315031,2021-04-14,43,7
371830534052,2021-04-14,130,34
371830540182,2021-04-14,68,11
370670038031,2021-04-14,79,14
371219502004,2021-04-14,61,13
371459204002,2021-04-14,55,20
370810106011,2021-04-14,30,6
370899305012,2021-04-14,73,14
370970610011,2021-04-14,172,29
371190055113,2021-04-14,59,16
371539708001,2021-04-14,54,11
371719310012,2021-04-14,37,8
370270303001,2021-04-14,91,17
370479306004,2021-04-14,80,9
371190020033,2021-04-14,63,13
371590503002,2021-04-14,113,40
370570612012,2021-04-14,82,28
370670027013,2021-04-14,74,15
371090711021,2021-04-14,417,75
371690701004,2021-04-14,57,12
371830528021,2021-04-14,79,16
370010203003,2021-04-14,94,24
370499611001,2021-04-14,344,69
370810114004,2021-04-14,28,6
371290107002,2021-04-14,64,17
371539702001,2021-04-14,84,24
371830530093,2021-04-14,46,8
371910006012,2021-04-14,27,8
371939607002,2021-04-14,67,9
370810166001,2021-04-14,223,91
371010415011,2021-04-14,121,23
371190058252,2021-04-14,163,41
371190058481,2021-04-14,167,26
371510313031,2021-04-14,210,49
371830537261,2021-04-14,93,15
370319707022,2021-04-14,99,22
370510020023,2021-04-14,56,11
370570601024,2021-04-14,87,16
370630007002,2021-04-14,56,7
370710302051,2021-04-14,105,17
370839310003,2021-04-14,14,6
371190058341,2021-04-14,192,49
371270115002,2021-04-14,92,22
371510307001,2021-04-14,120,18
371950011001,2021-04-14,29,10
370250423003,2021-04-14,46,14
370499605004,2021-04-14,82,22
370899309001,2021-04-14,61,21
371010409012,2021-04-14,240,54
371290111001,2021-04-14,46,13
371510311002,2021-04-14,81,15
370350103042,2021-04-14,64,21
370350113003,2021-04-14,174,41
370570617011,2021-04-14,155,37
371070106002,2021-04-14,46,13
371190023001,2021-04-14,29,2
371379502022,2021-04-14,75,16
371830535201,2021-04-14,91,23
371950012003,2021-04-14,81,19
370250422002,2021-04-14,96,25
370339302001,2021-04-14,33,4
370531102002,2021-04-14,392,78
370810125031,2021-04-14,54,11
370810157053,2021-04-14,62,15
370970609014,2021-04-14,64,2
371010411033,2021-04-14,524,132
371830523021,2021-04-14,149,42
370590801004,2021-04-14,113,18
370650204004,2021-04-14,22,6
371190032012,2021-04-14,43,16
371539704004,2021-04-14,70,15
370179501003,2021-04-14,145,30
370230212021,2021-04-14,73,16
370479306001,2021-04-14,21,1
370510033022,2021-04-14,139,32
370510033131,2021-04-14,196,61
370570615001,2021-04-14,51,4
371010411021,2021-04-14,622,127
371190059112,2021-04-14,194,52
371830519002,2021-04-14,52,12
370350107001,2021-04-14,33,12
370510031042,2021-04-14,154,33
370531102001,2021-04-14,201,47
370670026012,2021-04-14,65,10
370839305022,2021-04-14,61,23
371070108003,2021-04-14,53,12
371290116052,2021-04-14,105,16
371719311022,2021-04-14,153,29
370319708032,2021-04-14,67,12
370570615002,2021-04-14,53,10
371010410021,2021-04-14,196,46
371510311005,2021-04-14,54,23
371679305002,2021-04-14,141,17
371830526011,2021-04-14,97,23
371939601001,2021-04-14,182,22
370399301002,2021-04-14,43,8
370479310003,2021-04-14,88,16
370630021002,2021-04-14,110,19
370670040072,2021-04-14,171,43
371190019171,2021-04-14,82,20
371190046001,2021-04-14,41,13
371399602001,2021-04-14,58,10
370670028042,2021-04-14,59,14
371350112042,2021-04-14,48,13
371559609001,2021-04-14,44,7
370810164081,2021-04-14,119,24
370839307002,2021-04-14,57,12
370970614031,2021-04-14,112,26
371190006001,2021-04-14,26,4
371190059064,2021-04-14,56,14
371219502001,2021-04-14,75,17
371239603002,2021-04-14,112,21
371830535171,2021-04-14,76,28
371830535221,2021-04-14,90,32
370970603001,2021-04-14,55,15
370999507001,2021-04-14,41,3
371190030075,2021-04-14,66,6
371259503011,2021-04-14,52,10
371790204031,2021-04-14,124,30
371790206021,2021-04-14,133,20
371830518003,2021-04-14,49,15
371910010003,2021-04-14,93,16
370099707005,2021-04-14,35,12
370370204013,2021-04-14,89,24
370850708011,2021-04-14,166,37
371470003021,2021-04-14,231,54
371830541154,2021-04-14,506,273
371910001011,2021-04-14,248,45
370030403001,2021-04-14,113,21
371050307023,2021-04-14,116,15
371190019154,2021-04-14,40,10
371570406013,2021-04-14,89,15
370810144073,2021-04-14,70,18
371070101003,2021-04-14,55,10
371190057061,2021-04-14,109,26
371319202002,2021-04-14,38,4
371399607011,2021-04-14,151,34
371690706001,2021-04-14,126,17
370319709022,2021-04-14,49,8
371050302003,2021-04-14,36,8
371190016071,2021-04-14,75,19
371190058283,2021-04-14,58,14
371459203003,2021-04-14,22,2
371910006025,2021-04-14,111,23
371970501023,2021-04-14,197,42
370059503003,2021-04-14,73,14
370670030022,2021-04-14,75,18
370670040071,2021-04-14,153,25
370810104012,2021-04-14,36,3
371470020021,2021-04-14,84,16
371559619001,2021-04-14,29,2
371679310001,2021-04-14,89,8
371910013021,2021-04-14,91,30
370499602005,2021-04-14,112,13
370510033044,2021-04-14,32,15
370650204005,2021-04-14,85,33
370670010003,2021-04-14,61,21
371010408003,2021-04-14,48,3
371070114003,2021-04-14,67,12
371190055091,2021-04-14,134,33
371190060062,2021-04-14,530,164
371190060063,2021-04-14,86,21
371259508012,2021-04-14,34,10
371330001021,2021-04-14,214,42
371470018002,2021-04-14,21,3
371590511014,2021-04-14,211,28
371830528032,2021-04-14,141,46
370210016002,2021-04-14,60,25
370210017002,2021-04-14,47,16
370210022043,2021-04-14,64,12
370710310032,2021-04-14,232,39
371119706001,2021-04-14,76,11
370690603022,2021-04-14,49,5
371719311031,2021-04-14,116,22
370570620023,2021-04-14,41,4
370899307021,2021-04-14,168,35
371070111004,2021-04-14,81,14
371830521011,2021-04-14,161,47
370479309001,2021-04-14,60,11
370630016013,2021-04-14,102,20
371619607002,2021-04-14,66,15
371939604001,2021-04-14,83,18
370010202003,2021-04-14,40,10
370459506022,2021-04-14,120,22
371639704004,2021-04-14,133,31
371639710003,2021-04-14,57,23
371830530091,2021-04-14,259,137
370270302004,2021-04-14,92,11
370270307004,2021-04-14,157,30
370610907021,2021-04-14,69,13
371190038064,2021-04-14,88,21
371190058471,2021-04-14,79,12
371590517002,2021-04-14,218,41
370210004002,2021-04-14,15,6
371050301022,2021-04-14,105,17
371090708002,2021-04-14,91,13
371190059091,2021-04-14,288,68
371330004012,2021-04-14,365,61
371470014022,2021-04-14,65,24
371679307003,2021-04-14,135,19
371790210111,2021-04-14,200,42
371830534091,2021-04-14,98,25
370250426022,2021-04-14,106,23
370630001011,2021-04-14,23,5
370710331002,2021-04-14,62,3
371190025001,2021-04-14,203,23
371190062032,2021-04-14,156,36
371290116062,2021-04-14,100,15
371379502021,2021-04-14,37,12
371830528033,2021-04-14,169,56
371950009001,2021-04-14,77,20
370370205002,2021-04-14,102,20
370570616003,2021-04-14,77,22
370650209001,2021-04-14,11,1
371139706003,2021-04-14,83,12
371190062093,2021-04-14,108,27
371830532031,2021-04-14,352,87
371950007001,2021-04-14,98,30
370010219013,2021-04-14,143,27
370459515012,2021-04-14,73,13
370810116011,2021-04-14,137,43
371050302002,2021-04-14,41,13
